מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,ענף מסחר,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 24,סוף מידע
1329,9763.0,Mowi ASA,549300W1OGQF5LZIH349,LEI,Mowi ASA,NO0003054108,ISIN,מניות,"חו""ל",נורבגיה,סחיר,אחר,Food Products,לא,NOK,195.2,0.3311,21080.0,,13.624,3.774817508e-09,0.001946,0.000206,,
1329,9763.0,Etoro Group Ltd,213800XPRPJK2X5QRG86,LEI,Etoro Group Ltd,VGG320891077,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,Interactive Media & Services,לא,USD,63.48,3.306,4127.0,,8.662,1.3443209618e-08,0.001237,0.000131,,
1329,9763.0,Upstream Bio,70345,פנימי,Upstream Bio Inc,US91678A1079,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Biotechnology,לא,USD,279.01,3.306,1881.0,,17.351,5.1755326577e-08,0.002478,0.000263,,
1329,9763.0,Amadeus IT Group SA,9598004A3FTY3TEHHN09,LEI,Amadeus IT Group SA,ES0109067019,ISIN,מניות,"חו""ל",ספרד,סחיר,BME,Leisure Products,לא,EUR,240.25,3.8807,6750.0,,62.934,5.332972785e-09,0.00899,0.000954,,
1329,9763.0,MICROSOFT CORP,INR2EJN1ERAN0W5ZP974,LEI,Microsoft Corp,US5949181045,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,103.66,3.306,51795.0,,177.514,1.39456047e-10,0.025359,0.002692,,
1329,9763.0,Haleon PLC,549300PSB3WWEODCUP19,LEI,Haleon PLC,US4055521003,ISIN,מניות,"חו""ל",בריטניה,סחיר,NYSE,Personal Care Products,לא,USD,1536.04,3.306,897.0,0.08907,45.846,3.449298128e-09,0.006549,0.000695,,
1329,9763.0,WELLS FARGO & COMPANY,PBLD0EJDB5FWOLXP3B76,LEI,Wells Fargo & Co,US9497461015,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Banks,לא,USD,339.3,3.306,8382.0,,94.025,1.059173488e-09,0.013432,0.001426,,
1329,9763.0,Honeywell International Inc,ISRPG12PN4EIEOEMW547,LEI,Honeywell International Inc,US4385161066,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,"Electronic Equipment, Instruments & Components",לא,USD,90.58,3.306,21050.0,,63.041,1.426689092e-09,0.009006,0.000956,,
1329,9763.0,Mobilicom Ltd/Australia,529900YJD10VZ19HZ299,LEI,Mobilicom Ltd,AU000000MOB7,ISIN,מניות,"חו""ל",אוסטרליה,סחיר,ASX,Software,לא,AUD,6301.71,2.1849,1.0,,0.138,4.3145664485e-08,1.9e-05,2e-06,,
1329,9763.0,MongoDB Inc,549300TPTG69WKWE1Z37,LEI,MongoDB Inc,US60937P1066,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,78.77,3.306,31038.0,,80.829,9.68203149e-09,0.011547,0.001226,,
1329,9763.0,Lyft Inc,549300H7I5VN334XVZ52,LEI,Lyft Inc,US55087P1049,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Interactive Media & Services,לא,USD,970.85,3.306,2201.0,,70.645,2.4398679606e-08,0.010092,0.001071,,
1329,12139.0,"שופרסל בע""מ",520022732,ח.פ.,שופרסל,IL0007770378,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,7995.09,1.0,3901.0,5.39643,317.285,2.90156500888e-07,0.026388,0.002809,,
1329,12139.0,"דלק מערכות רכב בע""מ",520033291,ח.פ.,דלק רכב,IL0008290103,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,לא,ILS,3529.2,1.0,2440.0,,86.113,3.6392524873e-07,0.007161,0.000762,,
1329,12139.0,"סנו-מפעלי ברונוס בע""מ",520032988,ח.פ.,סנו,IL0008130143,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,99.67,1.0,34350.0,,34.239,8.1111653645e-08,0.002847,0.000303,,
1329,12139.0,"וילאר אינטרנשיונל בע""מ",520038910,ח.פ.,וילאר,IL0004160169,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,657.47,1.0,19220.0,,126.366,3.69548821847e-07,0.010509,0.001118,,
1329,12139.0,"החברה לישראל בע""מ",520028010,ח.פ.,חברה לישראל,IL0005760173,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ILS,12.35,1.0,103430.0,,12.779,1.6028987677e-08,0.001062,0.000113,,
1329,12139.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים,IL0006625771,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,18367.54,1.0,6732.0,,1236.503,1.37308685797e-07,0.10284,0.010949,,
1329,12139.0,"פלרם (1990) תעשיות בע""מ",520039843,ח.פ.,פלרם,IL0006440130,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,282.85,1.0,7673.0,,21.703,1.09949327684e-07,0.001805,0.000192,,
1329,12139.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי,IL0006046119,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,17273.98,1.0,6529.0,,1127.818,1.06875870558e-07,0.0938,0.009986,,
1329,12139.0,"טלסיס בע""מ",520038100,ח.פ.,טלסיס,IL0003540197,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אלקטרוניקה ואופטיקה,לא,ILS,29.3,1.0,19120.0,,5.603,3.1317779477e-08,0.000466,4.9e-05,,
1329,12139.0,"אימאג'סט אינטרנשיונל(אי.אס.איי)בע""מ",512737560,ח.פ.,אימאג'סט,IL0011838138,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטחוניות,לא,ILS,3809.33,1.0,1436.0,,54.702,6.19079901063e-07,0.004549,0.000484,,
1329,12139.0,"אטראו שוקי הון בע""מ",513773564,ח.פ.,אטראו שוקי הון,IL0010961063,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים פיננסיים,לא,ILS,77.04,1.0,7959.0,,6.132,5.1793466426e-08,0.00051,5.4e-05,,
1329,12139.0,"דורסל החזקות בע""מ",516597549,ח.פ.,דורסל החז,IL0011906281,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,26.39,1.0,2024.0,,0.534,1.170108503e-08,4.4e-05,4e-06,,
1329,12139.0,"אי.בי.אי. בית השקעות בע""מ",520034356,ח.פ.,איביאי בית השק,IL0001750186,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים פיננסיים,לא,ILS,119.51,1.0,22380.0,,26.747,7.6138429105e-08,0.002224,0.000236,,
1329,12139.0,"איי.סי.אל גרופ בע""מ- דואלית",520027830,ח.פ.,איי.סי.אל,IL0002810146,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,3734.01,1.0,2070.0,,77.294,2.838974395e-08,0.006428,0.000684,,
1329,12139.0,"אלביט מערכות בע""מ- דואלית",520043027,ח.פ.,אלביט מערכות,IL0010811243,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטחוניות,לא,ILS,189.45,1.0,167700.0,,317.716,4.0856759672e-08,0.026424,0.002813,,
1329,12139.0,"קיסטון אינפרא בע""מ",515983476,ח.פ.,קיסטון אינפרא,IL0011759342,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ILS,11621.76,1.0,952.3,,110.674,6.19897941099e-07,0.009204,0.00098,,
1329,12139.0,"הולמס פלייס אינטרנשיונל בע""מ",512466723,ח.פ.,הולמס פלייס,IL0011425878,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים,לא,ILS,1680.18,1.0,745.1,,12.519,1.65573300286e-07,0.001041,0.00011,,
1329,12139.0,"אנרג'יקס-אנרגיות מתחדשות בע""מ",513901371,ח.פ.,אנרג'יקס,IL0011233553,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,לא,ILS,227.64,1.0,1428.0,,3.251,4.129510789e-09,0.00027,2.8e-05,,
1329,12139.0,"יעקב פיננסים והשקעות בע""מ",514288661,ח.פ.,יעקב פיננסים,IL0011850570,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אשראי חוץ בנקאי,לא,ILS,1579.53,1.0,3555.0,,56.152,6.42498131726e-07,0.00467,0.000497,,
1329,12139.0,"נובה מכשירי מדידה בע""מ",511812463,ח.פ.,נובה,IL0010845571,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מוליכים למחצה,לא,ILS,126.22,1.0,104950.0,,132.476,4.2857057486e-08,0.011018,0.001173,,
1329,12139.0,"פז קמעונאות ואנרגיה בע""מ",510216054,ח.פ.,פז אנרגיה,IL0011000077,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,ILS,119.16,1.0,67880.0,1.19756,82.09,8.6192224139e-08,0.006827,0.000726,,
1329,12139.0,"קבוצת אחים יעקובי (ואי.אס.בי) בע""מ",514010081,ח.פ.,יעקובי קבוצה,IL0011424210,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,2795.97,1.0,60.8,,1.7,1.55243561633e-07,0.000141,1.5e-05,,
1329,12139.0,"ריט 1 בע""מ",513821488,ח.פ.,ריט 1,IL0010989205,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,2336.75,1.0,2450.0,,57.25,1.16611151923e-07,0.004761,0.000506,,
1329,12139.0,"פוקס-ויזל בע""מ",512157603,ח.פ.,פוקס,IL0010870223,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,262.72,1.0,35060.0,,92.11,1.89475580606e-07,0.00766,0.000815,,
1329,12139.0,"כרמל קורפ בע""מ",515818524,ח.פ.,כרמל קורפ,IL0011476855,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מזון,לא,ILS,429.81,1.0,1977.0,,8.497,2.14591749693e-07,0.000706,7.5e-05,,
1329,12139.0,"נאוויטס פטרוליום, שותפות מוגבלת",550263107,ח.פ.,נאוויטס פטר יהש,IL0011419699,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,285.31,1.0,11190.0,,31.927,2.4419361654e-08,0.002655,0.000282,,
1329,12139.0,"גולן תעשיות מתחדשות בע""מ",513029975,ח.פ.,גולן תעשיות,IL0010919335,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,858.8,1.0,1061.0,,9.112,2.5087756024e-07,0.000757,8e-05,,
1329,12139.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,אנלייט אנרגיה,IL0007200111,ISIN,מניות,ישראל,ישראל,חסום,TASE,אנרגיה מתחדשת,לא,ILS,1538.05,1.0,10024.0049,,154.174,1.16676230443e-07,0.012822,0.001365,,
1329,12139.0,לפידות קפיטל,520022971,ח.פ.,לפידות קפיטל,IL0006420173,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ILS,1959.08,1.0,8060.0,,157.902,3.04658962836e-07,0.013132,0.001398,,
1329,12139.0,"משולם לוינשטין הנדסה וקבלנות בע""מ",520033424,ח.פ.,לוינשטין הנדסה,IL0005730143,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,26.37,1.0,45270.0,,11.942,3.4408702048e-08,0.000993,0.000105,,
1329,12139.0,"בנק דיסקונט לישראל בע""מ",520007030,ח.פ.,דיסקונט א,IL0006912120,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,17881.32,1.0,3274.0,,585.434,1.44357755857e-07,0.04869,0.005184,,
1329,12139.0,"טבע תעשיות פרמצבטיות בע""מ",520013954,ח.פ.,טבע,IL0006290147,ISIN,מניות,ישראל,ישראל,סחיר,TASE,פארמה,לא,ILS,2445.11,1.0,6440.0,,157.465,1.9507904708e-08,0.013096,0.001394,,
1329,12139.0,Oddity Tech Ltd,254900QH12XZS53G0V57,LEI,Oddity Tech Ltd,IL0011974909,ISIN,מניות,ישראל,"ארה""ב",סחיר,NASDAQ,Personal Care Products,לא,USD,29.88,3.306,6230.0,,6.156,6.747770745e-09,0.000512,5.4e-05,,
1329,12139.0,PENNANTPARK INVESTMENT C,529900BH3IP6381K4L72,LEI,PennantPark Floating Rate Capi,US70806A1060,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Financial Services,לא,USD,292.07,3.306,889.0,0.03815,8.71,2.9437229751e-08,0.000724,7.7e-05,,
1329,12139.0,Expand Energy Corp,X2MT1W32SPAZ9WSKLE78,LEI,Expand Energy Corp,US1651677353,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,"Oil, Gas & Consumable Fuels",לא,USD,537.46,3.306,10624.0,,188.773,2.2568539193e-08,0.0157,0.001671,,
1329,12139.0,MercadoLibre Inc,549300DKPDN9M5S8GB14,LEI,MercadoLibre Inc,US58733R1023,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Interactive Media & Services,לא,USD,17.57,3.306,233694.0,,135.802,3.465662669e-09,0.011294,0.001202,,
1329,12139.0,Alphabet Inc,5493006MHB84DD0ZWV18,LEI,Alphabet Inc,US02079K3059,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Wireless Telecommunication Services,לא,USD,571.26,3.306,24310.0,,459.119,9.82052604e-10,0.038184,0.004065,,
1329,12139.0,Analog Devices Inc,GYVOE5EZ4GDAVTU4CQ61,LEI,Analog Devices Inc,US0326541051,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,135.21,3.306,24570.0,,109.829,2.748419675e-09,0.009134,0.000972,,
1329,12139.0,Oracle Corp,1Z4GXXU7ZHVWFCD8TV52,LEI,Oracle Corp,US68389X1054,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Software,לא,USD,353.23,3.306,28124.0,,328.433,1.239058917e-09,0.027315,0.002908,,
1329,12139.0,TSMC ARIZONA CORP,549300KB6NK5SBD14S87,LEI,Taiwan Semiconductor Manufactu,US8740391003,ISIN,מניות,"חו""ל",טייוואן,סחיר,NYSE,Semiconductors & Semiconductor Equipment,לא,USD,716.61,3.306,27929.0,0.46132,663.201,1.381670789e-09,0.055158,0.005872,,
1329,12139.0,London Stock Exchange Group PL,213800QAUUUP6I445N30,LEI,London Stock Exchange Group ,GB00B0SWJX34,ISIN,מניות,"חו""ל",גלובלי,סחיר,LSE,Capital Markets,לא,GBP,283.94,4.4409,8516.0,,107.383,5.44628641e-09,0.008931,0.00095,,
1329,12139.0,Cooper Cos Inc,QJKMVPIGLH7530PCUE20,LEI,Cooper Cos Inc,US2166485019,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Health Care Equipment & Supplies,לא,USD,486.75,3.306,6856.0,,110.328,2.4483307768e-08,0.009176,0.000976,,
1329,12139.0,Rakuten Group Inc,529900IMXUCQKUL1H943,LEI,Rakuten Group Inc,JP3967200001,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,Interactive Media & Services,לא,JPY,1851.03,0.022332,95990.0,,39.68,8.544505604e-09,0.0033,0.000351,,
1329,12139.0,Universal Music Group NV,724500GJBUL3D9TW9Y18,LEI,Universal Music Group NV,NL0015000IY2,ISIN,מניות,"חו""ל",הולנד,סחיר,EURONEXT,Entertainment,לא,EUR,1338.58,3.8807,2456.0,,127.581,7.298054687e-09,0.01061,0.001129,,
1329,12139.0,Entegris Inc,IYX6OWO7BT5DKO3BYG52,LEI,Entegris Inc,US29362U1043,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,642.25,3.306,9246.0,,196.319,4.2364775725e-08,0.016327,0.001738,,
1329,12139.0,NEC Corp,5493000QYMPFRTEY4K28,LEI,NEC Corp,JP3733000008,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,IT Services,לא,JPY,838.98,0.022332,473900.0,,88.791,6.149755699e-09,0.007384,0.000786,,
1329,12139.0,Tradeweb Markets Inc,5493000G5QHJUY9ZWQ91,LEI,Tradeweb Markets Inc,US8926721064,ISIN,מניות,"חו""ל",גלובלי,סחיר,NASDAQ,Capital Markets,לא,USD,69.29,3.306,11098.0,,25.424,5.950004982e-09,0.002114,0.000225,,
1329,12139.0,Cisco Systems Inc,549300LKFJ962MZ46593,LEI,Cisco Systems Inc,US17275R1023,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,IT Services,לא,USD,1149.29,3.306,6842.0,,259.966,2.907241945e-09,0.021621,0.002302,,
1329,12139.0,KDDI Corp,5299003FU7V4I45FU310,LEI,KDDI Corp,JP3496400007,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,Wireless Telecommunication Services,לא,JPY,1317.28,0.022332,236050.0,,69.441,3.145482275e-09,0.005775,0.000614,,
1329,12139.0,Intercontinental Exchange Inc,5493000F4ZO33MV32P92,LEI,Intercontinental Exchange Inc,US45866F1049,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Financial Services,לא,USD,331.26,3.306,16848.0,,184.514,5.786978319e-09,0.015346,0.001633,,
1329,12139.0,Trimble Inc,549300E2MI7NSZFQWS19,LEI,Trimble Inc,US8962391004,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,"Electronic Equipment, Instruments & Components",לא,USD,425.91,3.306,8165.0,,114.969,1.789770237e-08,0.009561,0.001018,,
1329,12139.0,Meta Platforms Inc,BQ4BKCS1HXDV9HN80Z93,LEI,Meta Platforms Inc,US30303M1027,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,78.42,3.306,73438.0,,190.398,3.61555355e-10,0.015835,0.001685,,
1329,12139.0,LGI Homes Inc,549300W02B4WNV8CV109,LEI,LGI Homes Inc,US50187T1060,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Construction & Engineering,לא,USD,345.8,3.306,5171.0,,59.116,1.49978520282e-07,0.004916,0.000523,,
1329,12139.0,Komatsu Ltd,5493004LQ0B4T7QPQV17,LEI,Komatsu Ltd,JP3304200003,ISIN,מניות,"חו""ל",גלובלי,סחיר,TSE,Machinery,לא,JPY,1299.71,0.022332,516000.0,,149.77,1.3667445562e-08,0.012456,0.001326,,
1329,12139.0,Uber Technologies Inc,549300B2FTG34FILDR98,LEI,Uber Technologies Inc,US90353T1007,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Wireless Telecommunication Services,לא,USD,821.4,3.306,9797.0,,266.044,3.938777423e-09,0.022126,0.002355,,
1329,12139.0,Datadog Inc,549300F6JNO0KRPO1K63,LEI,Datadog Inc,US23804L1035,ISIN,מניות,"חו""ל",גלובלי,סחיר,NASDAQ,Software,לא,USD,250.13,3.306,14240.0,,117.759,7.737478122e-09,0.009794,0.001042,,
1329,12139.0,AppLovin Corp,549300LLVXMUAOL3SQ07,LEI,AppLovin Corp,US03831W1080,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,58.16,3.306,71854.0,,138.16,1.890543677e-09,0.01149,0.001223,,
1329,12139.0,Zoom Video Communications Inc,549300T9GCHU0ODOM055,LEI,Zoom Video Communications Inc,US98980L1017,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,669.74,3.306,8250.0,,182.671,2.5135332282e-08,0.015192,0.001617,,
1329,12139.0,Shell PLC,21380068P1DRHMJ8KU70,LEI,Shell PLC,US7802593050,ISIN,מניות,"חו""ל",בריטניה,סחיר,NYSE,"Oil, Gas & Consumable Fuels",לא,USD,591.54,3.306,7153.0,,139.888,2.037129525e-09,0.011634,0.001238,,
1329,12139.0,Honeywell International Inc,ISRPG12PN4EIEOEMW547,LEI,Honeywell International Inc,US4385161066,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,"Electronic Equipment, Instruments & Components",לא,USD,155.49,3.306,21050.0,,108.209,2.449060355e-09,0.008999,0.000958,,
1329,12139.0,PALO ALTO NETWORKS INC,549300QXR2YVZV231H43,LEI,Palo Alto Networks Inc,US6974351057,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,192.22,3.306,20362.0,,129.402,2.873673194e-09,0.010762,0.001145,,
1329,12139.0,Mitsui Fudosan Co Ltd,353800ND4ZKNZDYKMF33,LEI,Mitsui Fudosan Co Ltd,JP3893200000,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,Real Estate Management & Development,לא,JPY,2192.1,0.022332,161300.0,,78.963,7.879045743e-09,0.006567,0.000699,,
1329,12139.0,LVMH MOET HENNESSY LOUIS VUITT,IOG4E947OATN0KJYSD45,LEI,LVMH Moet Hennessy Louis Vuitt,FR0000121014,ISIN,מניה,"חו""ל",צרפת,סחיר,אחר,"Textiles, Apparel & Luxury Goods",לא,EUR,87.88,3.8807,52050.0,,177.523,1.757102037e-09,0.014764,0.001571,,
1329,12139.0,CRH PLC,549300MIDJNNTH068E74,LEI,CRH PLC,IE0001827041,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Construction Materials,לא,USD,395.49,3.306,11990.0,,156.769,5.893457263e-09,0.013038,0.001388,,
1329,12139.0,Kubota Corp,549300CSY4INHEHQQT13,LEI,Kubota Corp,JP3266400005,ISIN,מניות,"חו""ל",גלובלי,סחיר,TSE,Machinery,לא,JPY,2503.08,0.022332,186300.0,,104.14,2.1748951773e-08,0.008661,0.000922,,
1329,12139.0,Nutrien Ltd,5493002QQ7GD21OWF963,LEI,Nutrien Ltd,CA67077M1086,ISIN,מניות,"חו""ל",קנדה,סחיר,NYSE,Chemicals,לא,USD,714.51,3.306,5871.0,0.29205,139.65,1.4725807741e-08,0.011614,0.001236,,
1329,12139.0,Amazon.com Inc,ZXTILKJKG63JELOEG630,LEI,Amazon.com Inc,US0231351067,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,776.1,3.306,21957.0,,563.376,7.27713452e-10,0.046856,0.004988,,
1329,12139.0,Mowi ASA,549300W1OGQF5LZIH349,LEI,Mowi ASA,NO0003054108,ISIN,מניות,"חו""ל",נורבגיה,סחיר,אחר,Food Products,לא,NOK,335.06,0.3311,21080.0,,23.386,6.479458782e-09,0.001945,0.000207,,
1329,12139.0,Amadeus IT Group SA,9598004A3FTY3TEHHN09,LEI,Amadeus IT Group SA,ES0109067019,ISIN,מניות,"חו""ל",ספרד,סחיר,BME,Leisure Products,לא,EUR,412.39,3.8807,6750.0,,108.025,9.154067208e-09,0.008984,0.000956,,
1329,12139.0,Haleon PLC,549300PSB3WWEODCUP19,LEI,Haleon PLC,US4055521003,ISIN,מניות,"חו""ל",בריטניה,סחיר,NYSE,Personal Care Products,לא,USD,2636.6,3.306,897.0,0.15289,78.694,5.920691808e-09,0.006544,0.000696,,
1329,12139.0,MICROSOFT CORP,INR2EJN1ERAN0W5ZP974,LEI,Microsoft Corp,US5949181045,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,177.94,3.306,51795.0,,304.702,2.39386542e-10,0.025342,0.002698,,
1329,12139.0,Upstream Bio,70345,פנימי,Upstream Bio Inc,US91678A1079,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Biotechnology,לא,USD,478.92,3.306,1881.0,,29.782,8.8837894715e-08,0.002476,0.000263,,
1329,12139.0,Etoro Group Ltd,213800XPRPJK2X5QRG86,LEI,Etoro Group Ltd,VGG320891077,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,Interactive Media & Services,לא,USD,108.97,3.306,4127.0,,14.869,2.3076662761e-08,0.001236,0.000131,,
1329,12139.0,WELLS FARGO & COMPANY,PBLD0EJDB5FWOLXP3B76,LEI,Wells Fargo & Co,US9497461015,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Banks,לא,USD,582.41,3.306,8382.0,,161.394,1.818076131e-09,0.013423,0.001429,,
1329,12139.0,Mobilicom Ltd/Australia,529900YJD10VZ19HZ299,LEI,Mobilicom Ltd,AU000000MOB7,ISIN,מניות,"חו""ל",אוסטרליה,סחיר,ASX,Software,לא,AUD,10816.85,2.1849,1.0,,0.236,7.4059291983e-08,1.9e-05,2e-06,,
1329,12139.0,MongoDB Inc,549300TPTG69WKWE1Z37,LEI,MongoDB Inc,US60937P1066,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,135.21,3.306,31038.0,,138.742,1.6619366228e-08,0.011539,0.001228,,
1329,12139.0,Lyft Inc,549300H7I5VN334XVZ52,LEI,Lyft Inc,US55087P1049,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Interactive Media & Services,לא,USD,1666.47,3.306,2201.0,,121.261,4.1880483704e-08,0.010085,0.001073,,
1329,13211.0,"שופרסל בע""מ",520022732,ח.פ.,שופרסל,IL0007770378,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,55626.55,1.0,3901.0,37.54614,2207.538,2.018789670221e-06,0.025876,0.010957,,
1329,13211.0,"סנו-מפעלי ברונוס בע""מ",520032988,ח.פ.,סנו,IL0008130143,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,693.51,1.0,34350.0,,238.224,5.64379882812e-07,0.002792,0.001182,,
1329,13211.0,"דלק מערכות רכב בע""מ",520033291,ח.פ.,דלק רכב,IL0008290103,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,לא,ILS,24554.73,1.0,2440.0,,599.136,2.532043019033e-06,0.007022,0.002974,,
1329,13211.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים,IL0006625771,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,127793.82,1.0,6732.0,,8603.08,9.5533759432e-07,0.100843,0.042704,,
1329,13211.0,"וילאר אינטרנשיונל בע""מ",520038910,ח.פ.,וילאר,IL0004160169,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,4574.42,1.0,19220.0,,879.205,2.571176664537e-06,0.010305,0.004364,,
1329,13211.0,"החברה לישראל בע""מ",520028010,ח.פ.,חברה לישראל,IL0005760173,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ILS,85.96,1.0,103430.0,,88.909,1.11566945813e-07,0.001042,0.000441,,
1329,13211.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי,IL0006046119,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,120185.25,1.0,6529.0,,7846.895,7.43598361349e-07,0.091979,0.038951,,
1329,13211.0,"פלרם (1990) תעשיות בע""מ",520039843,ח.פ.,פלרם,IL0006440130,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,1967.98,1.0,7673.0,,151.003,7.6499232065e-07,0.00177,0.000749,,
