מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,ענף מסחר,בעל עניין/צד קשור,דירוג,שם מדרג,דירוג נייר הערך/המנפיק,מטבע פעילות,"מח""מ",מועד פדיון,שיעור ריבית,תשואה לפדיון,נחיתות חוזית,האם סווג כחוב בעייתי,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),השיטה שיושמה בדוח הכספי,שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 36,סוף מידע
1328,9759.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועליםאגח 204,IL0012274531,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa,מידרוג Moodys,נייר ערך,ILS,4.99,2035-08-21,0.0261,0.0257,החוב לא נחות,,64855.47,1.0,101.11,0.0,65.57536571700001,,,שווי הוגן,1.89674477612e-07,0.001223,2.8e-05,,
1328,9759.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מז טפ הנ אגח 70,IL0012138835,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,5.09,2036-11-28,0.0268,0.0259,החוב לא נחות,,3596228.58,1.0,105.34,0.0,3788.267186172,,,שווי הוגן,1.28436735e-05,0.070682,0.001666,,
1328,9759.0,"דיסקונט מנפיקים בע""מ",520029935,ח.פ.,דיסק מנ אגח  טז,IL0012031576,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,4.65,2035-03-20,0.0211,0.0258,החוב לא נחות,,4110463.84,1.0,105.47,0.0,4335.306212048,,,שווי הוגן,1.5799577082671e-05,0.080889,0.001907,,
1328,9759.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מז טפ הנ אגח 68,IL0012021429,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,3.95,2033-12-25,0.0199,0.0253,החוב לא נחות,,4081967.11,1.0,105.83,0.0,4319.945792513,,,שווי הוגן,1.679821855967e-05,0.080602,0.0019,,
1328,9759.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי אגח 186,IL0012018391,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,4.14,2033-11-30,0.0202,0.0253,החוב לא נחות,,4385093.37,1.0,105.02,0.0,4605.225057174,,,שווי הוגן,1.2290004781368e-05,0.085925,0.002026,,
1328,9759.0,"הבינלאומי הראשון הנפקות בע""מ",513141879,ח.פ.,בינל הנפק אגח יג,IL0012284696,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa,מידרוג Moodys,נייר ערך,ILS,2.86,2028-09-04,0.0252,0.0254,החוב נחות,,762853.01,1.0,100.78,0.0,768.8032634780001,,,שווי הוגן,4.487370647058e-06,0.014344,0.000338,,
1328,9759.0,שמוס אינטרנשיונל לימיטד,633896,ח.פ.,שמוס אגח א,IL0011559510,ISIN,"צמוד למט""ח",ישראל,בריטניה,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,Aa3,מידרוג Moodys,נייר ערך,ILS,2.28,2028-07-10,0.043,0.0712,החוב נחות,,4921917.72,1.0,88.55,0.0,4358.358141059999,,,שווי הוגן,4.7673314901635e-05,0.081319,0.001917,,
1328,9759.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי אגח 185,IL0012018219,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,2.11,2029-08-31,0.0186,0.0257,החוב לא נחות,,3628622.79,1.0,105.1,0.0,3813.6825522899994,,,שווי הוגן,1.4205306415531e-05,0.071156,0.001677,,
1328,9759.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים אגח 201,IL0011913451,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,3.47,2032-11-29,0.0139,0.0251,החוב לא נחות,,2048651.79,1.0,107.22,0.0,2196.564449238,,,שווי הוגן,1.28040736875e-05,0.040984,0.000966,,
1328,9759.0,"תמר פטרוליום בע""מ",515334662,ח.פ.,תמר פטרו  אגח א,IL0011413320,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,A1,מידרוג Moodys,נייר ערך,ILS,2.36,2028-08-30,0.0469,0.0597,החוב נחות,,1308941.99,1.0,91.73,0.0,1200.6924874270003,,,שווי הוגן,1.0633244792632e-05,0.022402,0.000528,,
1328,9759.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים אגח 202,IL0011998502,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,1.56,2028-04-30,0.006,0.0268,החוב לא נחות,,709511.8,1.0,116.21,0.0,824.52366278,,,שווי הוגן,1.0633476384558e-05,0.015384,0.000362,,
1328,9759.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים אגח 2-רמ,IL0012275454,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE-UP,בנקים,לא,AAA,מידרוג Moodys,נייר ערך,ILS,2.87,2028-11-07,0.0225,0.0646,החוב לא נחות,,1526011.23,1.0,99.52,0.0,1518.6863760959998,,,שווי הוגן,1.10103568022e-05,0.028336,0.000668,,
1328,9759.0,דה זראסאי גרופ לטד,1744984,ח.פ.,דה זראסאי אגח ה',IL0011695561,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,"ארה""ב",סחיר,TASE,"נדל""ן מניב בחו""ל",לא,NR,NR,NR,ILS,0.16,2025-11-30,0.0695,1.6908,החוב לא נחות,,451213.22,1.0,86.46,0.0,390.11895001199997,,,שווי הוגן,1.6301055635838e-05,0.007278,0.000171,,
1328,9759.0,"תמר פטרוליום בע""מ",515334662,ח.פ.,תמר פטרו אגח ב,IL0011435935,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,A1,מידרוג Moodys,נייר ערך,ILS,2.51,2028-08-30,0.0469,0.061,החוב נחות,,665149.07,1.0,92.95,0.0,618.256060565,,,שווי הוגן,6.297939843802e-06,0.011535,0.000272,,
1328,9759.0,"ירושלים מימון והנפקות (2005) בע""מ",513682146,ח.פ.,ירושלים הנפקות אגח טו,IL0011617698,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AA-,S&P מעלות,נייר ערך,ILS,0.74,2026-12-31,0.002,0.039,החוב לא נחות,,180399.1,1.0,114.5,0.0,206.5569695,,,שווי הוגן,6.470239009848e-06,0.003853,9e-05,,
1328,9759.0,"חברת השקעות דיסקונט בע""מ",520023896,ח.פ.,דיסק השק אגח ו,IL0063902071,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,BBB,S&P מעלות,נייר ערך,ILS,0.25,2025-12-31,0.0495,0.0635,החוב לא נחות,,200170.27,1.0,148.12,0.0,296.492203924,,,שווי הוגן,1.0911170821123e-05,0.005532,0.00013,,
1328,9759.0,"צור שמיר אחזקות בע""מ",520025586,ח.פ.,צור אגח י,IL0073001716,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,NR,NR,NR,ILS,2.18,2028-06-30,0.037,0.0387,החוב לא נחות,,543473.48,1.0,119.38,0.0,648.7986404239999,,,שווי הוגן,1.2339336132436e-05,0.012105,0.000285,,
1328,9759.0,CITIGROUP INC,6SHGI4ZSSLCXXQSBB395,LEI,C Float 08/25/36,US172967DS78,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Banks,לא,Baa2,Moodys,נייר ערך,USD,0.12,2025-11-25,0.05007,0.0577,החוב נחות,,65430.25,3.306,92.4384,0.0,199.95572757009603,,,שווי הוגן,1.24629047619e-06,0.00373,8.7e-05,,
1328,9759.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 5.95 01/28/31,US71654QDE98,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,חסום,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,4.42,2031-01-28,0.0595,0.066,החוב לא נחות,,241822.31,3.306,86.6892,0.0,693.0494286254792,,,שווי הוגן,6.40185117678e-07,0.012931,0.000304,,
1328,9759.0,GRAND CITY PROPERTIES SA,5299002QLUYKK2WBMB18,LEI,GYCGR 1 1/2 PERP,XS2271225281,ISIN,"צמוד למט""ח","חו""ל",גרמניה,סחיר,אחר,Real Estate Management & Development,לא,BB+,S&P,נייר ערך,EUR,0.4,2026-03-09,0.015,0.0657,החוב נחות,,151898.44,3.8807,98.4376,0.0,580.2623612660885,,,שווי הוגן,2.169977714285e-06,0.010826,0.000255,,
1328,9759.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 4.5 01/23/26,US71654QBW15,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,0.07,2026-01-23,0.045,0.0891,החוב לא נחות,,399473.91,3.306,100.2854,0.0,1324.4299122303967,,,שווי הוגן,9.277490803188e-06,0.024711,0.000582,,
1328,9759.0,EMPRESA ELECTRICA COCHRA,5493000S11JF8TJHYT07,LEI,AES 5 1/2 05/14/27,USP3713CAB48,ISIN,"צמוד למט""ח","חו""ל",צילה,סחיר,אחר,Electric Utilities,לא,Ba1,Moodys,נייר ערך,USD,0.78,2027-05-14,0.055,0.0629,החוב לא נחות,,163275.42,3.306,101.5777,0.0,548.30478229223,,,שווי הוגן,1.2236876541081e-05,0.01023,0.000241,,
1328,9759.0,SABRA HEALTH/CAPTL CORP,549300OVKLRFSIQG0H81,LEI,SBRA 3.9 10/15/29,US78572XAG60,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Health Care Equipment & Supplies,לא,Baa3,Moodys,נייר ערך,USD,3.6,2029-10-15,0.039,0.0469,החוב לא נחות,,222540.71,3.306,98.8035,0.0,726.9167023984339,,,שווי הוגן,6.358306e-06,0.013562,0.000319,,
1328,9759.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 4.75 02/26/29,XS1824424706,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,EUR,2.99,2029-02-26,0.0475,0.0443,החוב לא נחות,,293828.54,3.8807,103.4274,0.0,1179.341700647811,,,שווי הוגן,2.35062832e-06,0.022004,0.000518,,
1328,9759.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 6.84 01/23/30,US71654QDC33,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,חסום,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,3.45,2030-01-23,0.0684,0.0626,החוב לא נחות,,373138.52,3.306,101.655,0.0,1254.011960044836,,,שווי הוגן,1.590844062215e-06,0.023397,0.000551,,
1328,9759.0,BLUE OWL CREDIT INCOME,5493003I42XBWPE05N35,LEI,OCINCC 7.95 06/13/28,US69120VBB62,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",חסום,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,2.29,2028-06-13,0.0795,0.0494,החוב לא נחות,,351265.14,3.306,109.7128,0.0,1274.0756046322435,,,שווי הוגן,5.404079076923e-06,0.023772,0.00056,,
1328,9759.0,APOLLO DEBT SOLUTIONS BD,549300UMUGX092P8DW87,LEI,APODS 6.7 07/29/31,US03770DAD57,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,BBB-,S&P,נייר ערך,USD,4.64,2031-07-29,0.067,0.0537,החוב לא נחות,,142404.78,3.306,107.107,0.0,504.24926238446756,,,שווי הוגן,1.431914739579e-06,0.009408,0.000221,,
1328,9759.0,BLACKSTONE SECURED LEND,549300KM7KWQHVBNH962,LEI,BXSL 3.625 01/15/26,US09261LAC28,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,BBB-,S&P,נייר ערך,USD,0.27,2026-01-15,0.03625,0.0439,החוב לא נחות,,256328.62,3.306,100.5095,0.0,851.7400349382834,,,שווי הוגן,3.213466972557e-06,0.015891,0.000374,,
1328,9759.0,BLUE OWL CREDIT INCOME,5493003I42XBWPE05N35,LEI,OCINCC 7.95 06/13/28,US69120VBB62,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,2.29,2028-06-13,0.0795,0.0494,החוב לא נחות,,66455.56,3.306,109.6177,0.0,240.83236843896069,,,שווי הוגן,1.022393230769e-06,0.004493,0.000105,,
1328,9759.0,STANLEY BLACK & DECKER I,549300DJ09SMTO561131,LEI,SWK 6.707 03/15/60,US854502AM31,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Machinery,לא,Ba1,Moodys,נייר ערך,USD,3.77,2030-03-15,0.06707,0.0655,החוב נחות,,35164.48,3.306,100.3108,0.0,116.61508759989505,,,שווי הוגן,4.68859733333e-07,0.002175,5.1e-05,,
1328,9759.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 5.95 01/28/31,US71654QDE98,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,4.42,2031-01-28,0.0595,0.066,החוב לא נחות,,33711.96,3.306,97.584,0.0,108.7590657273984,,,שווי הוגן,8.9246914727e-08,0.002029,4.7e-05,,
1328,9759.0,FS KKR CAPITAL CORP,549300TYRSI1T21B1360,LEI,FSK 6 ⅛ 01/15/31,US302635AQ03,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,4.43,2031-01-15,0.06125,0.0626,החוב לא נחות,,237341.31,3.306,99.0038,0.0,776.8336838654927,,,שווי הוגן,5.93353275e-06,0.014494,0.000341,,
1328,9759.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 6.84 01/23/30,US71654QDC33,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,3.45,2030-01-23,0.0684,0.0626,החוב לא נחות,,45446.11,3.306,102.9423,0.0,154.66549357731617,,,שווי הוגן,1.93755590401e-07,0.002885,6.8e-05,,
1328,9759.0,BLUE OWL CAPITAL CORP,2549000BD79OOCPF2L94,LEI,OBDC 4.25 01/15/26,US69121KAD63,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,0.27,2026-01-15,0.0425,0.0457,החוב לא נחות,,123417.48,3.306,100.7974,0.0,411.2717259181291,,,שווי הוגן,2.4683496e-06,0.007673,0.00018,,
1328,9759.0,GRAND CITY PROP FINANCE,OML71K8X303XQONU6T67,LEI,GYCGR 6 1/8 PERP,XS2799494633,ISIN,"צמוד למט""ח","חו""ל",גרמניה,סחיר,אחר,Real Estate Management & Development,לא,BB+,S&P,נייר ערך,EUR,3.61,2030-04-16,0.06125,0.05,החוב נחות,,322784.18,3.8807,107.0823,0.0,1341.3434803497294,,,שווי הוגן,7.476823259897e-06,0.025027,0.00059,,
1328,9759.0,GOLDMAN SACHS BDC INC,6D01AGSGBNZIJSN77043,LEI,GSBD 5.65 09/09/30,US38147UAF49,ISIN,"צמוד למט""ח","חו""ל",גלובלי,סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,4.17,2030-09-09,0.0565,0.0544,החוב לא נחות,,237341.31,3.306,101.0179,0.0,792.6373269849839,,,שווי הוגן,5.93353275e-06,0.014789,0.000348,,
1328,9760.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מז טפ הנ אגח 68,IL0012021429,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,3.95,2033-12-25,0.0199,0.0253,החוב לא נחות,,473400.0,1.0,105.83,0.0,500.99922,,,שווי הוגן,1.948148148148e-06,0.196093,0.001706,,
1328,9760.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מזרחי הנפקות 46,IL0023102259,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,1.98,2027-09-28,0.0122,0.0258,החוב לא נחות,,122382.0,1.0,116.7,0.0,142.819794,,,שווי הוגן,4.05828070719e-07,0.0559,0.000486,,
1328,9760.0,"תמר פטרוליום בע""מ",515334662,ח.פ.,תמר פטרו אגח ב,IL0011435935,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,A1,מידרוג Moodys,נייר ערך,ILS,2.51,2028-08-30,0.0469,0.061,החוב נחות,,3869.81,1.0,92.95,0.0,3.596988395,,,שווי הוגן,3.6641155623e-08,0.001407,1.2e-05,,
1328,9760.0,"תמר פטרוליום בע""מ",515334662,ח.פ.,תמר פטרו  אגח א,IL0011413320,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,A1,מידרוג Moodys,נייר ערך,ILS,2.36,2028-08-30,0.0469,0.0597,החוב נחות,,42808.43,1.0,91.73,0.0,39.268172839,,,שווי הוגן,3.47756064711e-07,0.015369,0.000133,,
1328,9760.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי אגח 185,IL0012018219,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,2.11,2029-08-31,0.0186,0.0257,החוב לא נחות,,417600.01,1.0,105.1,0.0,438.89761051,,,שווי הוגן,1.634817517413e-06,0.171786,0.001494,,
1328,9760.0,"הבינלאומי הראשון הנפקות בע""מ",513141879,ח.פ.,בינל הנפק אגח יג,IL0012284696,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa,מידרוג Moodys,נייר ערך,ILS,2.86,2028-09-04,0.0252,0.0254,החוב נחות,,116000.0,1.0,100.78,0.0,116.90480000000001,,,שווי הוגן,6.82352941176e-07,0.045757,0.000398,,
1328,9760.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי אגח 186,IL0012018391,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,4.14,2033-11-30,0.0202,0.0253,החוב לא נחות,,522000.0,1.0,105.02,0.0,548.2044000000001,,,שווי הוגן,1.462997923776e-06,0.214569,0.001867,,
1328,9760.0,GOLDMAN SACHS BDC INC,6D01AGSGBNZIJSN77043,LEI,GSBD 5.65 09/09/30,US38147UAF49,ISIN,"צמוד למט""ח","חו""ל",גלובלי,סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,4.17,2030-09-09,0.0565,0.0544,החוב לא נחות,,13867.59,3.306,101.0179,0.0,46.31292154460466,,,שווי הוגן,3.4668975e-07,0.018127,0.000157,,
1328,9760.0,GRAND CITY PROP FINANCE,OML71K8X303XQONU6T67,LEI,GYCGR 6 1/8 PERP,XS2799494633,ISIN,"צמוד למט""ח","חו""ל",גרמניה,סחיר,אחר,Real Estate Management & Development,לא,BB+,S&P,נייר ערך,EUR,3.61,2030-04-16,0.06125,0.05,החוב נחות,,18859.93,3.8807,107.0823,0.0,78.37324662364888,,,שווי הוגן,4.36862684236e-07,0.030675,0.000266,,
1328,9760.0,BLUE OWL CAPITAL CORP,2549000BD79OOCPF2L94,LEI,OBDC 4.25 01/15/26,US69121KAD63,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,0.27,2026-01-15,0.0425,0.0457,החוב לא נחות,,7211.15,3.306,100.7974,0.0,24.030162553590603,,,שווי הוגן,1.44223e-07,0.009405,8.1e-05,,
1328,9760.0,FS KKR CAPITAL CORP,549300TYRSI1T21B1360,LEI,FSK 6 ⅛ 01/15/31,US302635AQ03,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,4.43,2031-01-15,0.06125,0.0626,החוב לא נחות,,13867.59,3.306,99.0038,0.0,45.38953217219652,,,שווי הוגן,3.4668975e-07,0.017765,0.000154,,
1328,9760.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 6.84 01/23/30,US71654QDC33,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,3.45,2030-01-23,0.0684,0.0626,החוב לא נחות,,2655.36,3.306,102.9423,0.0,9.036913500967682,,,שווי הוגן,1.1320899512e-08,0.003537,3e-05,,
1328,9760.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 5.95 01/28/31,US71654QDE98,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,4.42,2031-01-28,0.0595,0.066,החוב לא נחות,,1969.75,3.306,97.584,0.0,6.35466373704,,,שווי הוגן,5.214591803e-09,0.002487,2.1e-05,,
1328,9760.0,STANLEY BLACK & DECKER I,549300DJ09SMTO561131,LEI,SWK 6.707 03/15/60,US854502AM31,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Machinery,לא,Ba1,Moodys,נייר ערך,USD,3.77,2030-03-15,0.06707,0.0655,החוב נחות,,2054.62,3.306,100.3108,0.0,6.813685039121759,,,שווי הוגן,2.7394933333e-08,0.002666,2.3e-05,,
1328,9760.0,APOLLO DEBT SOLUTIONS BD,549300UMUGX092P8DW87,LEI,APODS 6.7 07/29/31,US03770DAD57,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,BBB-,S&P,נייר ערך,USD,4.64,2031-07-29,0.067,0.0537,החוב לא נחות,,8320.55,3.306,107.107,0.0,29.462713260981,,,שווי הוגן,8.3665156369e-08,0.011531,0.0001,,
1328,9760.0,BLUE OWL CREDIT INCOME,5493003I42XBWPE05N35,LEI,OCINCC 7.95 06/13/28,US69120VBB62,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,2.29,2028-06-13,0.0795,0.0494,החוב לא נחות,,3882.92,3.306,109.6177,0.0,14.071551275153041,,,שווי הוגן,5.9737230769e-08,0.005507,4.7e-05,,
1328,9760.0,BLACKSTONE SECURED LEND,549300KM7KWQHVBNH962,LEI,BXSL 3.625 01/15/26,US09261LAC28,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,BBB-,S&P,נייר ערך,USD,0.27,2026-01-15,0.03625,0.0439,החוב לא נחות,,14977.0,3.306,100.5095,0.0,49.76623563639,,,שווי הוגן,1.87759349104e-07,0.019478,0.000169,,
1328,9760.0,BLUE OWL CREDIT INCOME,5493003I42XBWPE05N35,LEI,OCINCC 7.95 06/13/28,US69120VBB62,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",חסום,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,2.29,2028-06-13,0.0795,0.0494,החוב לא נחות,,20524.04,3.306,109.7128,0.0,74.44285155223874,,,שווי הוגן,3.15754461538e-07,0.029137,0.000253,,
1328,9760.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 4.75 02/26/29,XS1824424706,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,EUR,2.99,2029-02-26,0.0475,0.0443,החוב לא נחות,,17168.08,3.8807,103.4274,0.0,68.90764479195136,,,שווי הוגן,1.3734464e-07,0.02697,0.000234,,
1328,9760.0,SABRA HEALTH/CAPTL CORP,549300OVKLRFSIQG0H81,LEI,SBRA 3.9 10/15/29,US78572XAG60,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Health Care Equipment & Supplies,לא,Baa3,Moodys,נייר ערך,USD,3.6,2029-10-15,0.039,0.0469,החוב לא נחות,,13002.81,3.306,98.8035,0.0,42.472946936825096,,,שווי הוגן,3.71508857142e-07,0.016624,0.000144,,
1328,9760.0,EMPRESA ELECTRICA COCHRA,5493000S11JF8TJHYT07,LEI,AES 5 1/2 05/14/27,USP3713CAB48,ISIN,"צמוד למט""ח","חו""ל",צילה,סחיר,אחר,Electric Utilities,לא,Ba1,Moodys,נייר ערך,USD,0.78,2027-05-14,0.055,0.0629,החוב לא נחות,,9540.0,3.306,101.5777,0.0,32.03683458948,,,שווי הוגן,7.14986996829e-07,0.012539,0.000109,,
1328,9760.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 6.84 01/23/30,US71654QDC33,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,חסום,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,3.45,2030-01-23,0.0684,0.0626,החוב לא נחות,,21802.08,3.306,101.655,0.0,73.27056202574401,,,שווי הוגן,9.2951297314e-08,0.028678,0.000249,,
1328,9760.0,GRAND CITY PROPERTIES SA,5299002QLUYKK2WBMB18,LEI,GYCGR 1 1/2 PERP,XS2271225281,ISIN,"צמוד למט""ח","חו""ל",גרמניה,סחיר,אחר,Real Estate Management & Development,לא,BB+,S&P,נייר ערך,EUR,0.4,2026-03-09,0.015,0.0657,החוב נחות,,8875.26,3.8807,98.4376,0.0,33.90409621356524,,,שווי הוגן,1.26789428571e-07,0.01327,0.000115,,
1328,9760.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 4.5 01/23/26,US71654QBW15,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,0.07,2026-01-23,0.045,0.0891,החוב לא נחות,,23340.82,3.306,100.2854,0.0,77.38497911912567,,,שווי הוגן,5.42073555914e-07,0.030288,0.000263,,
