מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מאפיין עיקרי,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מטבע פעילות,תאריך העמדת התחייבות לקרן השקעה,סכום המחויבות הראשוני (במטבע הדיווח של קרן ההשקעה),"סכום המחויבות הראשוני (באלפי ש""ח)",יתרת המחויבות לתקופת הדיווח (במטבע הדיווח של קרן ההשקעה),"יתרת המחויבות לתקופת הדיווח (באלפי ש""ח)",שיעור יתרת המחויבות,תאריך פקיעת מחויבות להשקעה,Unnamed: 17,סוף מידע
1328,9758.0,התחייבות להשקעה,Terramont Infrastructure GP LLC,,"מספר תאגיד או שותפות בחו""ל",Terramont,28999149.0,פנימי,USD,2022-04-15,2126.28935,6801.99963065,758.1767,2506.5321702,0.00356572683769497,2035-04-15 00:00:00,,
1328,9758.0,התחייבות להשקעה,Mideal Assets Management Ltd,,ח.פ.,Mideal 1,29992746.0,פנימי,EUR,2016-12-01,111.99848,456.44980524,7.7611,30.11850077,0.000692964761664622,2027-01-30 00:00:00,,
1328,9758.0,התחייבות להשקעה - צמיתה,RM-GP LLC,,"מספר תאגיד או שותפות בחו""ל","עורק ארה""ב - JV ניו יורק",28999152.0,פנימי,USD,2022-06-30,1862.0,6191.15,499.90177,1652.67525162,0.00268475708915145,NR,,
1328,9758.0,התחייבות להשקעה,Francisco Partners VII ,,מספר שותפות,	Francisco Partners VII[-A] L.P,28999122.0,פנימי,USD,2022-02-17,1570.5,5008.3245,966.64275,3195.7209315,0.006155,2035-04-30 00:00:00,,
1328,9758.0,התחייבות להשקעה - קרן בהנזלה,Shiboleth Capital GP Limited Partnership,,מספר שותפות,SOMV,29992699.0,פנימי,USD,2016-05-25,24.00135,92.52520425,0.18,0.59508,7.49957814872913e-05,NR,,
1328,9758.0,התחייבות להשקעה - צמיתה,Value AP Partners II Ltd,,ח.פ.,AP Partners II Soglowek L.P.,28999295.0,פנימי,ILS,2025-05-28,2511.11111,2511.11111,297.56666,297.56666,0.00118499997397566,NR,,
1328,9758.0,התחייבות להשקעה,LCN Sterling GP S.à r.l.,,"מספר תאגיד או שותפות בחו""ל",LCN UK QII,28999109.0,פנימי,GBP,2022-05-30,1127.0,4724.8348,1.954279999,8.6787620475591,1.73405501242236e-05,2039-05-26 00:00:00,,
1328,9758.0,התחייבות להשקעה,"OEP VIII General Partner, L.P.,",,"מספר תאגיד או שותפות בחו""ל",One Equity Partners 8 - A,28999101.0,פנימי,USD,2021-12-14,1223.5,3808.7555,225.77948,746.42696088,0.0018453574172456,2034-04-07 00:00:00,,
1328,9758.0,התחייבות להשקעה,State of minds ventures momentum GP LP,,ח.פ.,SOMV Momentum,29994360.0,פנימי,USD,2021-12-08,309.0,961.299,32.34191,106.92235446,0.0010466637540453,2032-08-16 00:00:00,,
1328,9758.0,התחייבות להשקעה,Northwind Healthcare Debt Fund I GP LLC,,"מספר תאגיד או שותפות בחו""ל",NORTHWIND HEALTHCARE DEBT FUND 1 FEEDER C LP,28999147.0,פנימי,USD,2022-04-27,618.0,2033.838,63.95108,211.42227048,0.0010348071197411,2030-12-06 00:00:00,,
1328,9758.0,התחייבות להשקעה,Zeev Ventures management VII,,"מספר תאגיד או שותפות בחו""ל",Zeev ventures 7,29994278.0,פנימי,USD,2021-05-26,137.0,444.839,1.37,4.52922,0.0001,2031-05-26 00:00:00,,
1328,9758.0,התחייבות להשקעה,"10D Management II, L.P",,"מספר תאגיד או שותפות בחו""ל",10D,28999106.0,פנימי,USD,2021-12-31,416.0,1293.76,195.936,647.764416,0.00471,2035-10-31 00:00:00,,
1328,9758.0,התחייבות להשקעה,Peregrine Ventures Growth GP L.P.,,מספר שותפות,Peregrine Growth,29993946.0,פנימי,USD,2021-03-14,606.99999,2012.81196684,134.75411,445.49708766,0.00222000184876444,2029-03-31 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Hyperwise Ventures GP, LP",,מספר שותפות,Hyperwise Ventures Fund,29993895.0,פנימי,USD,2020-10-08,268.51936,911.35470784,29.01134,95.91149004,0.00108041893143198,2032-02-26 00:00:00,,
1328,9758.0,התחייבות להשקעה,Stage One Capital (G.P.) 3 Limited Partnership,,מספר שותפות,StageOne 3,29992953.0,פנימי,USD,2018-01-16,36.99795,126.1630095,4.216989999,13.941368936694,0.0011397901772936,2031-01-01 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Stage One Capital  (G.P.) IV, L.P",,"מספר תאגיד או שותפות בחו""ל",STAGEONE4,29994429.0,פנימי,USD,2022-03-21,344.0,1114.216,189.01711,624.89056566,0.00549468343023255,2035-01-01 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי כוכב הירדן,29992808.0,פנימי,ILS,2017-07-19,318.99749,318.99749,9.411349999,9.411349999,0.000295028967124474,2027-12-14 00:00:00,,
1328,9758.0,התחייבות להשקעה,ICG Strategic Secondaries II (Offshore) GP LP,,"מספר תאגיד או שותפות בחו""ל",ICG Secondaries 2,29992777.0,פנימי,USD,2017-06-07,57.0024,202.1305104,33.79739,111.73417134,0.00592911701963426,2026-06-07 00:00:00,,
1328,9758.0,התחייבות להשקעה - קרן בהנזלה,"יסודות אנקס 1 ג',.פי",,ח.פ.,יסודות א אנקס 1,29992728.0,פנימי,ILS,2016-09-29,309.00344,309.00344,118.97126,118.97126,0.00385015972637715,NR,,
1328,9758.0,התחייבות להשקעה,Strategic Value Special Situations Feeder Fund V,,"מספר תאגיד או שותפות בחו""ל",Strategic Value Special Situations Offshore Fund (SVP 5),29994292.0,פנימי,USD,2021-06-17,1466.0,4779.16,266.14919,879.88922214,0.00181547878581173,2026-09-30 00:00:00,,
1328,9758.0,התחייבות להשקעה,"קרדיטו בע""מ",,ח.פ.,קרדיטו,29993691.0,פנימי,ILS,2020-03-19,1818.99871,1818.99871,504.77975,504.77975,0.00277504182507089,2028-02-02 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Fortissimo Capital Fund V GP, LP",,מספר שותפות,Fortissimo 5,29993715.0,פנימי,USD,2020-04-16,288.30246,1036.15904124,8.649049999,28.593759296694,0.000299999174443395,2034-10-01 00:00:00,,
1328,9758.0,התחייבות להשקעה,Meridia Real Estate IV GP,,"מספר תאגיד או שותפות בחו""ל",Meridia 4,29993417.0,פנימי,EUR,2019-05-07,174.24339,699.569786511,27.99586,108.643533902,0.00160671001637422,2028-05-13 00:00:00,,
1328,9758.0,התחייבות להשקעה,"OEP IX General Partner, L.P.",,"מספר תאגיד או שותפות בחו""ל",ONE EQUITY IX,28999297.0,פנימי,USD,2024-08-02,1400.52262,5321.845903738,982.01503,3246.54168918,0.00701177557560619,2038-06-30 00:00:00,,
1328,9758.0,התחייבות להשקעה,"KPS INVESTORS VI, LP",,"מספר תאגיד או שותפות בחו""ל",KPS 6,28999281.0,פנימי,USD,2024-09-30,501.61784,1857.99247936,440.36697,1455.85320282,0.00877893358019324,2037-09-27 00:00:00,,
1328,9758.0,התחייבות להשקעה,Glilot Investment III L.P.,,"מספר תאגיד או שותפות בחו""ל",Glilot 3,29993297.0,פנימי,USD,2018-03-29,58.33541,204.99063074,2.08548,6.89459688,0.000357498130209421,2032-03-29 00:00:00,,
1328,9758.0,התחייבות להשקעה,Kedma Capital III G.P.L.P Limited Partnership,,מספר שותפות,Kedma 3,29993397.0,פנימי,USD,2019-02-13,178.0001,647.3863637,56.67446,187.36576476,0.0031839566382266,2029-03-01 00:00:00,,
1328,9758.0,התחייבות להשקעה,Pontifax V GP L.P.,,מספר שותפות,Pontifax 5,29992982.0,פנימי,USD,2018-02-14,100.00001,353.30003533,7.000009999,23.142033056694,0.000700000929899907,2031-02-15 00:00:00,,
1328,9758.0,התחייבות להשקעה,Glendower Capital SOF IV (GP) Limited,,"מספר תאגיד או שותפות בחו""ל",Glendower SOF 4,29993274.0,פנימי,USD,2018-12-13,271.99743,1020.80635479,63.04762,208.43543172,0.00231794910709266,2031-07-30 00:00:00,,
1328,9758.0,התחייבות להשקעה,CVC CREDIT PARTNERS EUROPEAN DIRECT LENDING FEEDER FUND IV (E) SCSp,,"מספר תאגיד או שותפות בחו""ל",CVC 4,28999298.0,פנימי,EUR,2025-06-23,2836.8801,11418.72609051,2127.66003,8256.810278421,0.00749999984137503,2033-10-13 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Thoma Bravo Explore Partners II[-P]9, L.P.",,"מספר תאגיד או שותפות בחו""ל",Thoma Bravo Explore 2,28999124.0,פנימי,USD,2022-05-18,727.0,2438.358,501.63,1658.38878,0.0069,2035-06-30 00:00:00,,
1328,9758.0,התחייבות להשקעה,"קוגיטו קפיטל פאנד 2 שותף כללי בע""מ",,ח.פ.,COGITO2,28999102.0,פנימי,ILS,2022-02-06,5121.0,5121.0,3251.21022,3251.21022,0.00634877996485061,2032-09-22 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Fortissimo Capital Fund VI GP, LP",,מספר שותפות,FORTISSIMO 6,28999153.0,פנימי,USD,2023-10-24,1136.0,4615.568,641.84,2121.92304,0.00565,2034-10-24 00:00:00,,
1328,9758.0,התחייבות להשקעה,Reality Debt General Partner Ltd,,ח.פ.,ריאליטי מימון,28999108.0,פנימי,ILS,2022-03-31,5666.4,5666.4,1416.60004,1416.60004,0.00250000007059155,2032-12-27 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Stage One Capital (GP) IV, L.P",,"מספר תאגיד או שותפות בחו""ל",Stage One Annex (Opportunity),28999148.0,פנימי,USD,2021-09-30,513.13687,1656.91895323,486.77814,1609.28853084,0.00948632165137539,2033-09-30 00:00:00,,
1328,9759.0,התחייבות להשקעה,Reality Debt General Partner Ltd,,ח.פ.,ריאליטי מימון,28999108.0,פנימי,ILS,2022-03-31,2822.4,2822.4,705.59998,705.59998,0.00249999992913832,2032-12-27 00:00:00,,
1328,9759.0,התחייבות להשקעה,"Fortissimo Capital Fund VI GP, LP",,מספר שותפות,FORTISSIMO 6,28999153.0,פנימי,USD,2023-10-24,204.0,828.852,115.26,381.04956,0.00565,2034-10-24 00:00:00,,
1328,9759.0,התחייבות להשקעה,"Stage One Capital (GP) IV, L.P",,"מספר תאגיד או שותפות בחו""ל",Stage One Annex (Opportunity),28999148.0,פנימי,USD,2021-09-30,111.33118,359.48838022,105.61233,349.15436298,0.00948632090309291,2033-09-30 00:00:00,,
1328,9759.0,התחייבות להשקעה,"קוגיטו קפיטל פאנד 2 שותף כללי בע""מ",,ח.פ.,COGITO2,28999102.0,פנימי,ILS,2022-02-06,2679.3,2679.3,1701.02863,1701.02863,0.00634878001716866,2032-09-22 00:00:00,,
1328,9759.0,התחייבות להשקעה,"Thoma Bravo Explore Partners II[-P]9, L.P.",,"מספר תאגיד או שותפות בחו""ל",Thoma Bravo Explore 2,28999124.0,פנימי,USD,2022-05-18,129.0,432.666,89.01,294.26706,0.0069,2035-06-30 00:00:00,,
1328,9759.0,התחייבות להשקעה,CVC CREDIT PARTNERS EUROPEAN DIRECT LENDING FEEDER FUND IV (E) SCSp,,"מספר תאגיד או שותפות בחו""ל",CVC 4,28999298.0,פנימי,EUR,2025-06-23,2256.15964,9081.268166964,1692.1197,6566.60891979,0.00749999986703068,2033-10-13 00:00:00,,
1328,9759.0,התחייבות להשקעה,Pontifax V GP L.P.,,מספר שותפות,Pontifax 5,29992982.0,פנימי,USD,2018-02-14,10.0,35.33,0.7,2.3142,0.0007,2031-02-15 00:00:00,,
1328,9759.0,התחייבות להשקעה,Kedma Capital III G.P.L.P Limited Partnership,,מספר שותפות,Kedma 3,29993397.0,פנימי,USD,2019-02-13,21.00095,76.38045515,6.68662,22.10596572,0.00318396072558622,2029-03-01 00:00:00,,
1328,9759.0,התחייבות להשקעה,Glilot Investment III L.P.,,"מספר תאגיד או שותפות בחו""ל",Glilot 3,29993297.0,פנימי,USD,2018-03-29,7.00332,24.60966648,0.25036,0.82769016,0.000357487591599412,2032-03-29 00:00:00,,
1328,9759.0,התחייבות להשקעה,Glendower Capital SOF IV (GP) Limited,,"מספר תאגיד או שותפות בחו""ל",Glendower SOF 4,29993274.0,פנימי,USD,2018-12-13,32.00087,120.09926511,7.41762,24.52265172,0.0023179432309184,2031-07-30 00:00:00,,
1328,9759.0,התחייבות להשקעה,"KPS INVESTORS VI, LP",,"מספר תאגיד או שותפות בחו""ל",KPS 6,28999281.0,פנימי,USD,2024-09-30,112.40208,416.33730432,98.67703,326.22626118,0.00877893273861124,2037-09-27 00:00:00,,
1328,9759.0,התחייבות להשקעה,"OEP IX General Partner, L.P.",,"מספר תאגיד או שותפות בחו""ל",ONE EQUITY IX,28999297.0,פנימי,USD,2024-08-02,312.15193,1186.146118807,218.87393,723.59721258,0.00701177564399489,2038-06-30 00:00:00,,
1328,9759.0,התחייבות להשקעה,Meridia Real Estate IV GP,,"מספר תאגיד או שותפות בחו""ל",Meridia 4,29993417.0,פנימי,EUR,2019-05-07,45.36228,182.125017972,7.28841,28.284132687,0.00160671156740798,2028-05-13 00:00:00,,
1328,9759.0,התחייבות להשקעה,"קרדיטו בע""מ",,ח.פ.,קרדיטו,29993691.0,פנימי,ILS,2020-03-19,817.00028,817.00028,226.72098,226.72098,0.00277504164380457,2028-02-02 00:00:00,,
1328,9759.0,התחייבות להשקעה,Strategic Value Special Situations Feeder Fund V,,"מספר תאגיד או שותפות בחו""ל",Strategic Value Special Situations Offshore Fund (SVP 5),29994292.0,פנימי,USD,2021-06-17,758.0,2471.08,137.61329,454.94953674,0.00181547875989445,2026-09-30 00:00:00,,
1328,9759.0,התחייבות להשקעה,"Fortissimo Capital Fund V GP, LP",,מספר שותפות,Fortissimo 5,29993715.0,פנימי,USD,2020-04-16,45.56829,163.77243426,1.36705,4.5194673,0.000300000285286105,2034-10-01 00:00:00,,
1328,9759.0,התחייבות להשקעה - קרן בהנזלה,"יסודות אנקס 1 ג',.פי",,ח.פ.,יסודות א אנקס 1,29992728.0,פנימי,ILS,2016-09-29,93.99795,93.99795,36.19071,36.19071,0.00385015949815926,NR,,
1328,9759.0,התחייבות להשקעה,ICG Strategic Secondaries II (Offshore) GP LP,,"מספר תאגיד או שותפות בחו""ל",ICG Secondaries 2,29992777.0,פנימי,USD,2017-06-07,6.00275,21.2857515,3.5591,11.7663846,0.00592911582191495,2026-06-07 00:00:00,,
1328,9759.0,התחייבות להשקעה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי כוכב הירדן,29992808.0,פנימי,ILS,2017-07-19,33.99492,33.99492,1.002949999,1.002949999,0.00029502937468304,2027-12-14 00:00:00,,
1328,9759.0,התחייבות להשקעה,"Stage One Capital  (G.P.) IV, L.P",,"מספר תאגיד או שותפות בחו""ל",STAGEONE4,29994429.0,פנימי,USD,2022-03-21,61.0,197.579,33.51755,110.8090203,0.00549468032786885,2035-01-01 00:00:00,,
1328,9759.0,התחייבות להשקעה,"Hyperwise Ventures GP, LP",,מספר שותפות,Hyperwise Ventures Fund,29993895.0,פנימי,USD,2020-10-08,56.84315,192.9256511,6.14144,20.30360064,0.00108041866082368,2032-02-26 00:00:00,,
1328,9759.0,התחייבות להשקעה,Stage One Capital (G.P.) 3 Limited Partnership,,מספר שותפות,StageOne 3,29992953.0,פנימי,USD,2018-01-16,3.00114,10.2338874,0.34203,1.13075118,0.0011396669265679,2031-01-01 00:00:00,,
1328,9759.0,התחייבות להשקעה,Peregrine Ventures Growth GP L.P.,,מספר שותפות,Peregrine Growth,29993946.0,פנימי,USD,2021-03-14,128.99999,427.76396684,28.63801,94.67726106,0.00222000094728689,2029-03-31 00:00:00,,
1328,9759.0,התחייבות להשקעה,"10D Management II, L.P",,"מספר תאגיד או שותפות בחו""ל",10D,28999106.0,פנימי,USD,2021-12-31,72.0,223.92,33.912,112.113072,0.00471,2035-10-31 00:00:00,,
1328,9759.0,התחייבות להשקעה,Northwind Healthcare Debt Fund I GP LLC,,"מספר תאגיד או שותפות בחו""ל",NORTHWIND HEALTHCARE DEBT FUND 1 FEEDER C LP,28999147.0,פנימי,USD,2022-04-27,316.5,1041.6015,32.75165,108.2769549,0.00103480726698262,2030-12-06 00:00:00,,
1328,9759.0,התחייבות להשקעה,Zeev Ventures management VII,,"מספר תאגיד או שותפות בחו""ל",Zeev ventures 7,29994278.0,פנימי,USD,2021-05-26,24.0,77.928,0.24,0.79344,0.0001,2031-05-26 00:00:00,,
1328,9759.0,התחייבות להשקעה,State of minds ventures momentum GP LP,,ח.פ.,SOMV Momentum,29994360.0,פנימי,USD,2021-12-08,55.0,171.105,5.75664,19.03145184,0.00104666181818181,2032-08-16 00:00:00,,
1328,9759.0,התחייבות להשקעה,LCN Sterling GP S.à r.l.,,"מספר תאגיד או שותפות בחו""ל",LCN UK QII,28999109.0,פנימי,GBP,2022-05-30,392.7,1646.35548,0.68097,3.024119673,1.73407181054239e-05,2039-05-26 00:00:00,,
1328,9759.0,התחייבות להשקעה,"OEP VIII General Partner, L.P.,",,"מספר תאגיד או שותפות בחו""ל",One Equity Partners 8 - A,28999101.0,פנימי,USD,2021-12-14,211.5,658.3995,39.02929,129.03083274,0.00184535650118203,2034-04-07 00:00:00,,
1328,9759.0,התחייבות להשקעה - צמיתה,Value AP Partners II Ltd,,ח.פ.,AP Partners II Soglowek L.P.,28999295.0,פנימי,ILS,2025-05-28,455.1111,455.1111,53.93066,53.93066,0.00118499988244628,NR,,
1328,9759.0,התחייבות להשקעה - קרן בהנזלה,Shiboleth Capital GP Limited Partnership,,מספר שותפות,SOMV,29992699.0,פנימי,USD,2016-05-25,3.0012,11.569626,0.022509999,0.074418056694,7.50033286685325e-05,NR,,
1328,9759.0,התחייבות להשקעה,Signal Alpha II GP limited,,"מספר תאגיד או שותפות בחו""ל",Signal Alpha 2,29993539.0,פנימי,EUR,2019-07-31,197.00581,768.263557257,23.03921,89.408262247,0.00116946855526748,2027-07-31 00:00:00,,
1328,9759.0,התחייבות להשקעה,Mideal Assets Management Ltd,,ח.פ.,Mideal 1,29992746.0,פנימי,EUR,2016-12-01,21.99976,89.66002188,1.524509999,5.9161659531193,0.000692966650090728,2027-01-30 00:00:00,,
1328,9759.0,התחייבות להשקעה - צמיתה,RM-GP LLC,,"מספר תאגיד או שותפות בחו""ל","עורק ארה""ב - JV ניו יורק",28999152.0,פנימי,USD,2022-06-30,685.0,2277.625,183.90585,607.9927401,0.00268475693430656,NR,,
1328,9759.0,התחייבות להשקעה,Terramont Infrastructure GP LLC,,"מספר תאגיד או שותפות בחו""ל",Terramont,28999149.0,פנימי,USD,2022-04-15,762.42972,2439.01267428,271.86165,898.7746149,0.00356572734336746,2035-04-15 00:00:00,,
1328,9759.0,התחייבות להשקעה,Francisco Partners VII ,,מספר שותפות,	Francisco Partners VII[-A] L.P,28999122.0,פנימי,USD,2022-02-17,279.0,889.731,171.7245,567.721197,0.006155,2035-04-30 00:00:00,,
1328,9759.0,התחייבות להשקעה,Zeev Ventures management IX,,"מספר תאגיד או שותפות בחו""ל",ZEEV Ventures 9,28999179.0,פנימי,USD,2022-10-03,15.0,53.745,0.21,0.69426,0.00014,2037-07-01 00:00:00,,
1328,9759.0,התחייבות להשקעה,LCN European Fund III GP S.à r.l.,,"מספר תאגיד או שותפות בחו""ל",LCN EU 3,29993727.0,פנימי,EUR,2020-01-15,57.0048,219.78770688,2.44353,9.482606871,0.000428653376557763,2030-08-24 00:00:00,,
1328,9759.0,התחייבות להשקעה,Value AP Partners II Ltd,,ח.פ.,AP PARTNERS 2,28999163.0,פנימי,ILS,2022-11-22,1706.66666,1706.66666,1192.10667,1192.10667,0.0069850000468164,2034-12-28 00:00:00,,
1328,9759.0,התחייבות להשקעה - צמיתה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי חוצה לישראל 1,28999198.0,פנימי,ILS,2023-01-17,129.98576,129.98576,30.99628,30.99628,0.00238459043513689,NR,,
1328,9759.0,התחייבות להשקעה,"ECV IL OPP GP I, L.P.",,מספר שותפות,Entree ECV IL OPP 1,29993937.0,פנימי,USD,2020-11-29,57.98809,192.46247071,2.1898,7.2394788,0.000377629268354932,2031-06-03 00:00:00,,
1328,9759.0,התחייבות להשקעה,"Klirmark Fund IV (G.P.), L.P",,"מספר תאגיד או שותפות בחו""ל",Klirmark Opportunity Fund 4,28999218.0,פנימי,ILS,2023-03-15,6307.75,6307.75,3343.1075,3343.1075,0.0053,2033-03-13 00:00:00,,
1328,9759.0,התחייבות להשקעה,"Clarion CLO II GP, LP",,מספר שותפות,CLARION 2,28999104.0,פנימי,USD,2022-01-31,570.0,1821.15,8.99087,29.72381622,0.000157734561403508,2028-05-07 00:00:00,,
1328,9759.0,התחייבות להשקעה,"LCN North American GP III, L.P.",,"מספר תאגיד או שותפות בחו""ל",LCN NA 3 QFPF,29993940.0,פנימי,USD,2020-12-02,97.50073,320.67990097,4.345039999,14.364702236694,0.000445641791502484,2028-08-24 00:00:00,,
1328,9759.0,התחייבות להשקעה,KPS Special Situations Mid-Cap Fund II,,מספר שותפות,KPS Mid-Cap II,28999282.0,פנימי,USD,2024-09-30,74.93472,277.55820288,74.93471,247.73415126,0.00999999866550512,2037-09-27 00:00:00,,
1328,9759.0,התחייבות להשקעה,"Thoma Bravo Discover Partners IV[-P]9, L.P.",,"מספר תאגיד או שותפות בחו""ל",Thoma Bravo Discover 4,28999125.0,פנימי,USD,2022-05-18,155.0,519.87,24.8,81.9888,0.0016,2035-06-30 00:00:00,,
1328,9759.0,התחייבות להשקעה,Northwind Healthcare Debt Fund I GP LLC,,"מספר תאגיד או שותפות בחו""ל",NORTHWIND HEALTHCARE DEBT FUND 1 FEEDER D LP,28999146.0,פנימי,USD,2022-04-27,527.5,1736.0025,54.58609,180.46161354,0.00103480739336492,2030-12-06 00:00:00,,
1328,9759.0,התחייבות להשקעה,Signal Alpha III GP Limited,,מספר שותפות,Signal 3,28999293.0,פנימי,EUR,2025-05-28,856.26,3433.688226,406.85369,1578.877114783,0.00475152044939621,2031-07-13 00:00:00,,
1328,9759.0,התחייבות להשקעה,investcorp investment advisers LLC,,"מספר תאגיד או שותפות בחו""ל",Investcorp Special Opportunities Italian 1,29992801.0,פנימי,EUR,2017-10-30,19.49995,80.018044825,2.61082,10.131809174,0.00133888548432175,2027-10-31 00:00:00,,
1328,9759.0,התחייבות להשקעה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי נגב אנרגיה,29992710.0,פנימי,ILS,2016-07-17,28.48639,28.48639,0.40154,0.40154,0.000140958541956351,2026-07-21 00:00:00,,
1328,9759.0,התחייבות להשקעה,accolade investment associates VIII-C LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners 8-C Feeder (Anthos 5),29994299.0,פנימי,USD,2021-06-28,95.0,309.795,4.75,15.7035,0.0005,2033-03-31 00:00:00,,
1328,9759.0,התחייבות להשקעה,LCN European Fund IV GP S.à r.l.,,"מספר תאגיד או שותפות בחו""ל",LCN European Fund 4,28999155.0,פנימי,EUR,2022-06-21,1741.0,6351.8644,603.28873,2341.182574511,0.00346518512349224,2036-07-21 00:00:00,,
1328,9759.0,התחייבות להשקעה,קוגיטו קפיטל אל.אמ.אי שותף כללי,,מספר שותפות,קוגיטו בי.אמ.אי משלימה,29992793.0,פנימי,ILS,2017-01-08,14.0,14.0,15.1764,15.1764,0.0108402857142857,2029-01-07 00:00:00,,
1328,9759.0,התחייבות להשקעה,Northwind Debt Fund II GP LLC,,"מספר תאגיד או שותפות בחו""ל",Northwind Debt Fund 2 FEEDER C LP,28999161.0,פנימי,USD,2022-06-13,537.82215,1850.108196,28.28697,93.51672282,0.000525953979396348,2030-04-13 00:00:00,,
1328,9759.0,התחייבות להשקעה,TPY Capital (Israel) II LTD,,ח.פ.,TPY 2,29993208.0,פנימי,USD,2018-08-29,11.0,40.073,1.98,6.54588,0.0018,2026-05-09 00:00:00,,
1328,9759.0,התחייבות להשקעה,State of Minds Ventures Momentum GP L.P,,ח.פ.,SOMV Elastic,29994359.0,פנימי,USD,2021-09-29,10.90517,35.02740604,1.00404,3.31935624,0.000920700915253957,2032-08-16 00:00:00,,
1328,9759.0,התחייבות להשקעה,Value AP Partners Ltd,,ח.פ.,AP Partners Fund,29992997.0,פנימי,ILS,2018-01-24,37.46243,37.46243,2.886329999,2.886329999,0.000770459897822965,2029-01-25 00:00:00,,
1328,9759.0,התחייבות להשקעה,ICG Strategic Equity III (Offshore) GP LP,,"מספר תאגיד או שותפות בחו""ל",ICG Strategic Equity 3,29993445.0,פנימי,USD,2019-06-03,31.99779,116.24797107,11.10628,36.71736168,0.00347095221263718,2030-06-03 00:00:00,,
1328,9759.0,התחייבות להשקעה - צמיתה,Kotani AS Management B.V,,"מספר תאגיד או שותפות בחו""ל",Kotani,29993522.0,פנימי,USD,2019-08-20,46.575,164.1303,7.69081,25.42581786,0.00165127428878153,NR,,
1328,9759.0,התחייבות להשקעה,"Francisco Partners Agility GP III, L.P",,מספר שותפות,"Francisco Partners Agility GP III, L.P",28999121.0,פנימי,USD,2022-02-17,93.0,296.577,88.2105,291.623913,0.009485,2035-04-30 00:00:00,,
1328,9759.0,התחייבות להשקעה,Italian NPL Opportunities Fund II (GP),,"מספר תאגיד או שותפות בחו""ל",Italian NPL Opportunities 2,29993566.0,פנימי,EUR,2019-09-29,46.66783,177.57109315,21.27491,82.561543237,0.0045587956414515,2026-10-23 00:00:00,,
1328,9759.0,התחייבות להשקעה,CCP IV GP ltd.,,"מספר תאגיד או שותפות בחו""ל",CITIC Capital China Partners 4,29993317.0,פנימי,USD,2019-02-21,20.99629,75.94358093,0.95286,3.15015516,0.000453823032545273,2031-08-30 00:00:00,,
1328,9759.0,התחייבות להשקעה,accolade associates Blockchain II LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners Blockchain 2 Feeder,29994400.0,פנימי,USD,2021-11-16,58.0,179.22,4.06,13.42236,0.0007,2034-02-11 00:00:00,,
1328,9759.0,התחייבות להשקעה,AnaCap GP Lux S.à r.l.,,"מספר תאגיד או שותפות בחו""ל",AnaCap 4,29993592.0,פנימי,EUR,2019-12-11,74.99544,288.964929864,6.77888,26.306799616,0.000903905624128613,2028-08-09 00:00:00,,
1328,9759.0,התחייבות להשקעה,"Peregrine IV General Partner, L.P",,מספר שותפות,Peregrine 4,29993494.0,פנימי,USD,2019-07-22,16.36548,57.83560632,3.27258,10.81914948,0.00199968470219021,2030-07-22 00:00:00,,
1328,9759.0,התחייבות להשקעה,"Triton Debt Opportunities Fund II General Partner L.P.,",,מספר שותפות,Triton Debt Opportunities  2,29993565.0,פנימי,EUR,2019-10-22,112.00229,441.546627867,96.95733,376.262310531,0.00865672746512593,2025-10-12 00:00:00,,
1328,9759.0,התחייבות להשקעה,Northwind Debt Fund I GP LLC,,"מספר תאגיד או שותפות בחו""ל",Northwind Debt 1,29993809.0,פנימי,USD,2020-07-27,268.99877,918.09280201,141.40217,467.47557402,0.00525661028115481,2027-07-20 00:00:00,,
1328,9759.0,התחייבות להשקעה,Northwind Debt Fund II GP LLC,,"מספר תאגיד או שותפות בחו""ל",Northwind Debt Fund 2 FEEDER D LP,28999160.0,פנימי,USD,2022-06-13,656.17784,2257.2517696,34.511909999,114.096374456694,0.000525953604269842,2030-04-12 00:00:00,,
1328,9759.0,התחייבות להשקעה,"קוגיטו קפיטל שותף כללי בע""מ.",,ח.פ.,קוגיטו אס.אמ.אי,29992707.0,פנימי,ILS,2016-07-18,17.55002,17.55002,7.60001,7.60001,0.00433048509346428,2028-03-15 00:00:00,,
