מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,ענף מסחר,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
13918.0,13921.0,"אאורה השקעות בע""מ",520038274.0,ח.פ.,אאורה,IL0003730194,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,2265.0,1.0,2195.0,0.0,49.71675,7.93304245977974e-06,0.012673239171672495,0.0012663952000484381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"קבוצת חמת בע""מ",520038530.0,ח.פ.,חמת,IL0003840167,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מתכת ומוצרי בניה,לא,ILS,164.0,1.0,1427.0,0.0,2.34028,4.47551372757406e-06,0.0005965580648107872,5.961208966332994e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"אלרוב נדל""ן ומלונאות בע""מ",520038894.0,ח.פ.,אלרוב נדלן,IL0003870198,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,ILS,40.0,1.0,26200.0,0.0,10.48,1.94141696646998e-06,0.0026714446644064177,0.00026694869830605646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,רציו אנרגיות-שותפות מוגבלת,550012777.0,מספר שותפות,רציו יהש,IL0003940157,ISIN,יחידות השתתפות,ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,ILS,2120.0,1.0,454.7,0.0,9.63964,1.88633724386052e-06,0.002457229469923538,0.0002455428769216597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"וילאר אינטרנשיונל בע""מ",520038910.0,ח.פ.,וילאר,IL0004160169,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,50.0,1.0,19220.0,0.0,9.61,2.8220497811839e-06,0.0024496739718459608,0.0002447878807940078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"מטריקס אי.טי בע""מ",520039413.0,ח.פ.,מטריקס,IL0004450156,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותי מידע,לא,ILS,500.0,1.0,11650.0,0.425,58.675,7.8575546042292e-06,0.014956776305729632,0.0014945815718614371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,קבוצת עמוס לוזון יזמות ואנרגיה,520039660.0,ח.פ.,לוזון קבוצה,IL0004730177,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,705.0,1.0,333.0,0.0,2.34765,1.71857681567769e-06,0.0005984367429765006,5.979981980708143e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,ניו-מד אנרג'י- שותפות מוגבלת,550013098.0,מספר שותפות,ניו-מד אנרג יהש,IL0004750209,ISIN,יחידות השתתפות,ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,ILS,1150.0,1.0,1744.0,0.0,20.056,9.7971171158225e-07,0.005112451735623579,0.0005108705241628119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,הראל השקעות בביטוח ושרותים פינ,520033986.0,ח.פ.,הראל השקעות,IL0005850180,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטוח,לא,ILS,1484.0,1.0,11160.0,0.0,165.6144,7.20992317078662e-06,0.04221657492641891,0.004218563788238411,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"ארית תעשיות בע""מ",520033358.0,ח.פ.,ארית תעשיות,IL0005870147,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטחוניות,לא,ILS,50.0,1.0,4444.0,0.0,2.222,4.91518760233974e-07,0.0005664074469762462,5.659923736985281e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"ארית תעשיות בע""מ",520033358.0,ח.פ.,ארית תעשיות חסם,IL0005870147,ISIN,מניות,ישראל,ישראל,חסום,TASE,ביטחוניות,לא,ILS,2000.0,1.0,4378.88,0.0,87.5776,1.96607504093589e-05,0.022324304603198425,0.0022307944962565354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,הבנק הבינלאומי הראשון לישראל ב,520029083.0,ח.פ.,בינלאומי,IL0005930388,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,80.0,1.0,23710.0,0.0,18.968,7.9736836544668e-07,0.004835110915501997,0.0004831567661707327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,לאומי,IL0006046119,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,2457.0,1.0,6529.0,0.0,160.41753,1.64942277614161e-06,0.04089184681257218,0.004086188055245492,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"טבע תעשיות פרמצבטיות בע""מ",520013954.0,ח.פ.,טבע,IL0006290147,ISIN,מניות,ישראל,ישראל,סחיר,TASE,פארמה,לא,ILS,880.0,1.0,6440.0,0.0,56.672,7.67326746508113e-07,0.014446193895156535,0.0014435607471756516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,פועלים,IL0006625771,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,3836.0,1.0,6732.0,0.0,258.23952,2.91402296187499e-06,0.06582753700790786,0.006577929743814965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,דיסקונט א,IL0006912120,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,5840.0,1.0,3274.0,0.0,191.2016,4.77255400557757e-06,0.04873897844904295,0.004870326167369779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"בנק מזרחי טפחות בע""מ",520000522.0,ח.פ.,מזרחי טפחות,IL0006954379,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,135.0,1.0,21790.0,0.0,29.4165,5.1934219809431e-07,0.007498525951384673,0.0007493030900496288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146.0,ח.פ.,אנלייט אנרגיה,IL0007200111,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,לא,ILS,810.0,1.0,10190.0,0.0,82.539,6.14464722597891e-06,0.02103992091177875,0.002102450248996526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"הפניקס פיננסים בע""מ",520017450.0,ח.פ.,הפניקס,IL0007670123,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטוח,לא,ILS,3000.0,1.0,12400.0,0.0,372.0,1.18025812449761e-05,0.09482608923274688,0.00947565990170353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"שופרסל בע""מ",520022732.0,ח.פ.,שופרסל,IL0007770378,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,150.0,1.0,3901.0,0.10125,5.95275,5.6247344141028e-07,0.0015174086093554678,0.00015162966258028412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"כהן פיתוח גז ונפט בע""מ",520032970.0,ח.פ.,כהן פיתוח,IL0008100104,ISIN,מניות,ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,ILS,250.0,1.0,20460.0,0.0,51.15,3.79708095604423e-05,0.013038587269502695,0.0013029032364842354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"סנו-מפעלי ברונוס בע""מ",520032988.0,ח.פ.,סנו,IL0008130143,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,7.0,1.0,34350.0,0.0,2.4045,5.69661458333333e-07,0.0006129283106455373,6.124791460657565e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"איסתא בע""מ",520042763.0,ח.פ.,איסתא,IL0010810740,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מלונאות ותיירות,לא,ILS,54.0,1.0,10790.0,0.0,5.8266,3.06270566564817e-06,0.0014852518589342015,0.00014841634404103707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"איסתא בע""מ",520042763.0,ח.פ.,איסתא חסום,IL0010810740,ISIN,מניות,ישראל,ישראל,חסום,TASE,מלונאות ותיירות,לא,ILS,33.0,1.0,11051.6848,0.0,3.64705,1.87165346234055e-06,0.0009296652923018536,9.289840173254802e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"אלביט מערכות בע""מ",520043027.0,ח.פ.,אלביט מערכות,IL0010811243,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטחוניות,לא,ILS,110.0,1.0,167700.0,0.0,184.47,2.37225841330073e-06,0.04702303408807747,0.004698857478675404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"מגדל אחזקות ביטוח ופיננסים בע""",520029984.0,ח.פ.,מגדל ביטוח,IL0010811656,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטוח,לא,ILS,6000.0,1.0,1149.0,0.0,68.94,5.67226137215446e-06,0.017573415569100994,0.0017560537462995736,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,מנועי בית שמש אחזקות (1997) בע,520043480.0,ח.פ.,בית שמש,IL0010815616,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מתכת ומוצרי בניה,לא,ILS,55.0,1.0,67920.0,0.0,37.356,6.01880076379676e-06,0.009522374702630357,0.0009515396540000997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"טאואר סמיקונדקטור בע""מ",520041997.0,ח.פ.,טאואר,IL0010823792,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מוליכים למחצה,לא,ILS,125.0,1.0,23540.0,0.0,29.425,1.11761226663328e-06,0.0075006926765418735,0.0007495196037839419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"טופ גרופ תוכנה בע""מ",520044231.0,ח.פ.,טופ גרופ,IL0010833775,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תוכנה ואינטרנט,לא,ILS,30.0,1.0,1408.0,0.0,0.4224,1.41592125099097e-06,0.00010767349487073194,1.0759458985160137e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"יוניטרוניקס (1989) (ר""ג) בע""מ",520044199.0,ח.פ.,יוניטרוניקס,IL0010838311,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אלקטרוניקה ואופטיקה,לא,ILS,500.0,1.0,2263.0,0.0,11.315,3.5733295827666e-05,0.0028842935474960507,0.0002882179886768157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"נובה בע""מ",511812463.0,ח.פ.,נובה,IL0010845571,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מוליכים למחצה,לא,ILS,20.0,1.0,104950.0,0.0,20.99,6.7908504969816e-07,0.00535053659407354,0.000534661562733218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"פוקס-ויזל בע""מ",512157603.0,ח.פ.,פוקס,IL0010870223,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,50.0,1.0,35060.0,0.0,17.53,3.60603647621289e-06,0.004468552000672185,0.0004465277367657605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"אל על נתיבי אויר לישראל בע""מ",520017146.0,ח.פ.,אל על,IL0010878242,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים,לא,ILS,2500.0,1.0,1509.0,0.0,37.725,4.54019429285664e-06,0.009616436065337033,0.0009609388972896927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"טי.ג'י.איי תשתיות בע""מ",511870891.0,ח.פ.,טי.ג'י.איי,IL0010901416,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מתכת ומוצרי בניה,לא,ILS,665.0,1.0,276.0,0.0,1.8354,8.47126193178835e-06,0.00046785968864995596,4.6751683289211446e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"אלקטרה נדל""ן בע""מ",510607328.0,ח.פ.,אלקטרה נדלן,IL0010940448,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,ILS,650.0,1.0,5016.0,0.0,32.604,1.00902835102662e-05,0.008311047885334622,0.0008304957404170481,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"קמטק בע""מ",511235434.0,ח.פ.,קמטק,IL0010952641,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מוליכים למחצה,לא,ILS,60.0,1.0,34590.0,0.0,20.754,1.31284004608506e-06,0.005290378107355991,0.0005286501225805244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"איירפורט סיטי בע""מ",511659401.0,ח.פ.,ארפורט סיטי,IL0010958358,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,130.0,1.0,6144.0,0.0,7.9872,1.11519577776584e-06,0.0020360079030102038,0.00020345158808302805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"ביג מרכזי קניות בע""מ",513623314.0,ח.פ.,ביג,IL0010972607,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,100.0,1.0,68050.0,0.0,68.05,4.04599257786937e-06,0.017346546699700066,0.0017333834847067882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"ריט 1 בע""מ",513821488.0,ח.פ.,ריט 1,IL0010989205,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,615.0,1.0,2450.0,0.0,15.0675,3.06904283440628e-06,0.003840838977189284,0.00038380243432504824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"פז קמעונאות ואנרגיה בע""מ",510216054.0,ח.פ.,פז אנרגיה,IL0011000077,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,ILS,75.0,1.0,67880.0,0.83907,51.74907,6.99226115181746e-06,0.013191295509493724,0.0013181628697565837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"סלקום ישראל בע""מ",511930125.0,ח.פ.,סלקום,IL0011015349,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תקשורת ומדיה,לא,ILS,700.0,1.0,3298.0,0.0,23.086,4.16623320482031e-06,0.005884825526954823,0.0005880513023944293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,רשת חנויות רמי לוי שיווק השיקמ,513770669.0,ח.פ.,רמי לוי,IL0011042491,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,20.0,1.0,30530.0,0.0,6.106,1.45184417966194e-06,0.0015564733893955712,0.00015553327784892945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"נטו מלינדה סחר בע""מ",511725459.0,ח.פ.,נטו מלינדה,IL0011050973,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,לא,ILS,20.0,1.0,13290.0,0.0,2.658,9.58049227826693e-07,0.0006775477020984979,6.770511832991393e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"מצלאוי חברה לבנין בע""מ",512726712.0,ח.פ.,מצלאוי,IL0011067498,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,4000.0,1.0,1632.0,0.0,65.28,0.000177293938,0.016640449207294936,0.0016628254795247486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"גפן מגורים והתחדשות בע""מ",512781386.0,ח.פ.,גפן מגורים,IL0011181166,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,980.0,1.0,73.3,0.0,0.71834,4.49285416359053e-06,0.0001831112175791704,1.829770304782181e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"קבוצת עזריאלי בע""מ",510960719.0,ח.פ.,עזריאלי קבוצה,IL0011194789,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,80.0,1.0,32870.0,0.0,26.296,6.59669986895656e-07,0.006703082909850301,0.0006698170773526775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"אנרג'יקס-אנרגיות מתחדשות בע""מ",513901371.0,ח.פ.,אנרג'יקס,IL0011233553,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,לא,ILS,1100.0,1.0,1428.0,0.0,15.708,1.99545856125718e-06,0.004004108090505344,0.0004001173810106426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"קרסו מוטורס בע""מ",514065283.0,ח.פ.,קרסו מוטורס,IL0011238503,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,לא,ILS,2.0,1.0,4054.0,0.0,0.08108,2.11673055682703e-08,2.0668008911266445e-05,2.06528630330678e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"אינרום תעשיות בנייה בע""מ",515001659.0,ח.פ.,אינרום,IL0011323560,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מתכת ומוצרי בניה,לא,ILS,880.0,1.0,2180.0,0.0,19.184,5.9299258106308e-06,0.004890171225379076,0.0004886587622426896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"שפיר הנדסה ותעשיה בע""מ",514892801.0,ח.פ.,שפיר הנדסה,IL0011338758,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מתכת ומוצרי בניה,לא,ILS,750.0,1.0,2708.0,0.0,20.31,2.09699129392963e-06,0.0051771985814975515,0.0005173404639881686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"אורמת טכנולוגיות, אינק",880326081.0,LEI,אורמת טכנו,US6866881021,ISIN,מניות,ישראל,"ארה""ב",סחיר,TASE,אנרגיה מתחדשת,לא,ILS,60.0,1.0,31800.0,0.0,19.08,1.05663226677048e-06,0.00486366070580863,0.0004860096530228584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"מגוריט ישראל בע""מ",515434074.0,ח.פ.,מגוריט,IL0011391955,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,1200.0,1.0,873.9,0.0,10.4868,8.17946498692083e-06,0.0026731780445321774,0.00026712190929350696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"או.פי.סי אנרגיה בע""מ",514401702.0,ח.פ.,או פי סי אנרגיה,IL0011415713,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,ILS,1730.0,1.0,5239.0,0.0,90.6347,5.84129793180845e-06,0.023103586424148503,0.002308665571217551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"נאוויטס פטרוליום, שותפות מוגבל",550263107.0,מספר שותפות,נאוויטס פטר יהש,IL0011419699,ISIN,יחידות השתתפות,ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,ILS,607.0,1.0,11190.0,0.0,67.9233,5.20046890923223e-06,0.01731424974941569,0.001730156156455321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"הולמס פלייס אינטרנשיונל בע""מ",512466723.0,ח.פ.,הולמס פלייס,IL0011425878,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים,לא,ILS,5700.0,1.0,745.1,0.0,42.4707,5.61706371719184e-05,0.01082615695692802,0.0010818223359873123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"פתאל החזקות (1998) בע""מ",512607888.0,ח.פ.,פתאל החזקות,IL0011434292,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מלונאות ותיירות,לא,ILS,70.0,1.0,55350.0,0.0,38.745,4.24728854616102e-06,0.009876443084201015,0.0009869205454072667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,אנרג'יאן פי אל סי,10758801.0,LEI,אנרג'יאן,GB00BG12Y042,ISIN,מניות,ישראל,בריטניה,סחיר,TASE,חיפושי נפט וגז,לא,ILS,1000.0,1.0,3825.0,0.9969,39.2469,5.42649661379285e-06,0.010004381832012616,0.0009997050446133556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"משק אנרגיה-אנרגיות מתחדשות בע""",516167343.0,ח.פ.,משק אנרגיה,IL0011669749,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,ILS,230.0,1.0,549.0,0.0,1.2627,3.23652594811435e-07,0.00032187339482309,3.216375203731464e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"מקס סטוק בע""מ",513618967.0,ח.פ.,מקס סטוק,IL0011685588,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,2900.0,1.0,2066.0,0.0,59.914,2.07748998977567e-05,0.015272608360996765,0.0015261416326630788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"ע.י. נופר אנרג'י בע""מ",514599943.0,ח.פ.,נופר אנרג'י,IL0011708778,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,לא,ILS,190.0,1.0,10550.0,0.0,20.045,5.34601189763389e-06,0.005109647738361321,0.0005105903299184066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"סולאיר אנרגיות מתחדשות בע""מ",516046307.0,ח.פ.,סולאיר,IL0011722878,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,לא,ILS,1200.0,1.0,4610.0,0.0,55.32,7.33881216432579e-05,0.014101557140740746,0.0014091223273178476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"קבוצת ביכורי השדה בע""מ",512402538.0,ח.פ.,בכורי שדה,IL0011726184,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,לא,ILS,2000.0,1.0,419.6,0.0,8.392,1.33561964704515e-05,0.0021391950022613218,0.00021376273627713983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"דיפלומט אחזקות בע""מ",510400740.0,ח.פ.,דיפלומט אחזקות,IL0011734915,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,לא,ILS,730.0,1.0,4982.0,0.0,36.3686,2.45867406738788e-05,0.00927067771201634,0.0009263883997341264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"דיפלומט אחזקות בע""מ",510400740.0,ח.פ.,דיפלומט חסום,IL0011734915,ISIN,מניות,ישראל,ישראל,חסום,TASE,מסחר,לא,ILS,75.0,1.0,4720.0546,0.0,3.54004,2.52603500074097e-06,0.0009023874971169173,9.017262117856603e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"נאייקס בע""מ",513639013.0,ח.פ.,נאייקס,IL0011751166,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תוכנה ואינטרנט,לא,ILS,50.0,1.0,15830.0,0.0,7.915,1.36584380314071e-06,0.0020176034846161066,0.00020161249495156839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,ארגו פרופרטיז אן.וי.,70252750.0,LEI,ארגו פרופרטיז,NL0015000D84,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,ILS,160.0,1.0,11110.0,0.0,17.776,7.35307228823749e-06,0.004531259575809969,0.0004527938989588225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"ריטיילורס בע""מ",514211457.0,ח.פ.,ריטיילורס,IL0011754889,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,155.0,1.0,6415.0,0.0,9.94325,3.18836830582533e-06,0.002534622343450297,0.00025327649278928397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"נקסט ויז'ן מערכות מיוצבות בע""מ",514259019.0,ח.פ.,נקסט ויז'ן,IL0011765935,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטחוניות,לא,ILS,250.0,1.0,15000.0,0.0,37.5,2.74749132611493e-06,0.009559081575881742,0.0009552076513814042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"רימון שירותי ייעוץ וניהול בע""מ",512467994.0,ח.פ.,רימון,IL0011787228,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,1000.0,1.0,7325.0,0.0,73.25,2.76027891293481e-05,0.018672072678222337,0.001865838945698343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"טופ גאם תעשיות בע""מ",513561399.0,ח.פ.,טופ גאם,IL0011791428,ISIN,מניות,ישראל,ישראל,סחיר,TASE,פודטק,לא,ILS,2501.0,1.0,913.3,0.0,22.84163,2.03122125955925e-05,0.005822533453229538,0.0005818266598939473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"פיימנט טכנולוגיות פיננסיות בע""",515166544.0,ח.פ.,פיימנט,IL0011808768,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תוכנה ואינטרנט,לא,ILS,700.0,1.0,466.9,0.0,3.2683,1.78428844807052e-05,0.000833118568385448,8.325080445359582e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"אפי קפיטל נדל""ן בע""מ",513948216.0,ח.פ.,אפי קפיטל,IL0011814378,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,1000.0,1.0,1564.0,0.0,15.64,2.17098693065868e-05,0.003986774289247746,0.0003983852711361377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918.0,13921.0,"בית בכפר בע""מ",511605719.0,ח.פ.,בית בכפר,IL0011836561,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,700.0,1.0,1394.0,0.0,9.758,1.00094974401497e-05,0.0024874004804654407,0.00024855776699145976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
