מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מספר מזהה לווה,סוג מספר מזהה לווה,שם הלוואה,מספר הלוואה,מאפיין עיקרי,מאפיין הלוואות מתואמות עבור זכויות מקרקעין,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,ענף מסחר,בעל עניין/צד קשור,קונסורציום/ סינדיקציה,מספר קונסורציום/ סינדיקציה,תאריך העמדת הלוואה,דירוג,שם מדרג,דירוג הלוואה/המנפיק,מטבע פעילות,"מח""מ",סוג הריבית,שיעור ריבית,סוג הצמדה,ריבית עוגן,שיעור תוספת/הפחתה לריבית העוגן,תשואה לפדיון,מועד פדיון,נחיתות חוזית,סוג בטוחה,שווי הבטוחות העומדות כנגד ההלוואה,שיעור הבטוחות מהחוב,מועד עדכון אחרון לשווי הבטוחות,זכות חזרה,מבנה לוח סילוקין,יעוד הלוואה,זכות פירעון מוקדם,סוג גורם משערך,שם גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,תאריך אחרון בו נבחנה בפועל ירידת ערך,שיעור ריבית בגין אי-ניצול מסגרת האשראי,ערך נקוב,שער הלוואה,שער חליפין,"שווי הוגן (באלפי ש""ח)",שווי הוגן (במטבע הפעילות),"עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),האם סווג כחוב בעייתי,השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,מספר קופה/קרן/ח.פ. עבור חברת ביטוח2
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 11,11022442.0,תאגיד,פעילות שוטפת של התאגיד - מגורים (כולל דיור מוגן),ישראל,ריק במקור,"נדל""ן מניב בישראל",לא,לא,ריק במקור,2025-01-28,NR,NR,NR,ILS,0.0,קבועה,0.11,ריק במקור,ריק במקור,ריק במקור,0.0,2027-02-28 00:00:00,החוב נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,30769.23,96.44,1.0,29.67385,29.67385,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.002505004775640072,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 12,11022458.0,תאגיד,ריק במקור,ישראל,ריק במקור,"נדל""ן מניב בישראל",לא,לא,ריק במקור,2025-03-23,NR,NR,NR,ILS,0.0,קבועה,0.1,ריק במקור,ריק במקור,ריק במקור,0.0,2028-03-23 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,אחר,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,2166666.67,98.43,1.0,2132.65,2132.65,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.18003388285540298,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 13,11022460.0,תאגיד,קרקעות - מגורים (כולל דיור מוגן),ישראל,ריק במקור,בנייה,לא,לא,ריק במקור,2025-03-25,NR,NR,NR,ILS,3.67,קבועה,0.09,ריק במקור,ריק במקור,ריק במקור,0.0937,2030-06-30 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,לא,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,92307.69,103.27,1.0,95.32615,95.32615,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.008047235562401975,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 14,11022462.0,תאגיד,ריק במקור,ישראל,ריק במקור,"נדל""ן מניב בישראל",לא,לא,ריק במקור,2025-03-30,NR,NR,NR,ILS,0.0,קבועה,0.0,ריק במקור,ריק במקור,ריק במקור,0.0,2030-06-30 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,אחר,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,100194.31,100.0,1.0,100.19431,100.19431,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.008458195516994317,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 15,11022466.0,תאגיד,ריק במקור,ישראל,ריק במקור,אנרגיה,לא,לא,ריק במקור,2025-04-01,NR,NR,NR,ILS,0.0,משתנה,0.0,ריק במקור,ריק במקור,ריק במקור,0.0,2026-01-04 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,אחר,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,585714.28,93.82,1.0,549.51714,549.51714,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.04638909544922799,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 16,11022468.0,תאגיד,ריק במקור,ישראל,ריק במקור,שירותים פיננסיים,לא,לא,ריק במקור,2025-04-08,NR,NR,NR,ILS,0.0,קבועה,0.101,ריק במקור,ריק במקור,ריק במקור,0.0,2030-06-30 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,אחר,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,225000.0,100.06,1.0,225.135,225.135,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.01900542902804077,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 17,11022473.0,תאגיד,קרקעות - מגורים (כולל דיור מוגן),ישראל,ריק במקור,בנייה,לא,לא,ריק במקור,2025-05-04,NR,NR,NR,ILS,3.67,קבועה,0.09,ריק במקור,ריק במקור,ריק במקור,0.0896,2030-06-30 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,לא,אחר,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,141854.79,103.71,1.0,147.1176,147.1176,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.012419362185247479,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 18,11022481.0,תאגיד,"ייזום נדל""ן לבניה של נכס ספציפי - מגורים (כולל דיור מוגן)",ישראל,ריק במקור,בנייה,לא,לא,ריק במקור,2025-05-26,NR,NR,NR,ILS,0.0,קבועה,0.1085,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,654545.45,98.3,1.0,643.41818,643.41818,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.05431602618580479,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 19,11022808.0,תאגיד,ריק במקור,ישראל,ריק במקור,שירותים פיננסיים,לא,לא,ריק במקור,2025-04-03,NR,NR,NR,USD,0.0,קבועה,0.0525,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,37521.13,102.0,3.306,126.52575,38.271551724137,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.010681040983608189,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 21,11021291.0,תאגיד,"אשראי אחר בענף הנדל""ן (לרבות אשראי לכל מטרה) - אחר/לא מסווג","חו""ל",ריק במקור,Consumer Finance,לא,לא,ריק במקור,2024-09-30,A1.il,מידרוג Moodys,מנפיק,USD,0.0,משתנה,0.0496,ריק במקור,ריק במקור,ריק במקור,0.0,2027-09-30 00:00:00,החוב נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,300000.0,103.14,3.306,1022.94252,309.42,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.08635468258433907,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 22,11022780.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-01-28,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0968,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,42279.43,102.04,3.306,142.62722,43.141929824561,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.012040293633494379,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 23,11022781.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-01-28,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0969,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,18243.43,99.18,3.306,59.81821,18.093832425892,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.005049729028091761,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 24,11022782.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,לא,ריק במקור,2025-01-28,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0969,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,27737.04,100.01,3.306,91.70782,27.73981246219,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.007741783660143193,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 25,11022783.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-01-28,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0967,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,33857.98,103.47,3.306,115.81861,35.032852389594,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.009777166466703681,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 26,11022786.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-02-25,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0967,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,27231.22,103.47,3.306,93.15033,28.17614337568,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.007863557357823426,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 27,11022788.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,לא,ריק במקור,2025-02-25,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0969,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,27102.25,100.01,3.306,89.609,27.104960677556,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.007564605635612878,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 28,11022789.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-02-25,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0969,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,15207.82,99.18,3.306,49.86478,15.083115547489,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.004209481143708739,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 29,11022790.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-02-25,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0968,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,55936.67,102.04,3.306,188.69913,57.07777676951,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.01592958857071552,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 30,11022801.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-03-25,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0968,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,42934.19,102.04,3.306,144.83602,43.810048396854,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.012226755941163717,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 31,11022802.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-03-27,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0968,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,22340.51,103.47,3.306,76.42059,23.115725952813,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.006451267459639782,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 32,11022804.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-03-27,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0968,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,13842.38,99.18,3.306,45.38765,13.728871748336,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.003831531129431473,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 33,11022805.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,לא,ריק במקור,2025-03-27,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.0969,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,22221.46,100.01,3.306,73.47149,22.223681185722,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.006202310563792423,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 34,11022814.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-04-28,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.09811,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,7798.07,103.47,3.306,26.675,8.068663036902,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.002251848088138173,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 35,11022815.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,לא,ריק במקור,2025-04-28,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.09686,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,12378.73,100.01,3.306,40.92817,12.379966727162,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.003455071091489939,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 36,11022816.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-04-28,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.09686,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,36557.53,102.04,3.306,123.32472,37.303303085299,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.010410816680493927,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 37,11022822.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Energy Equipment & Services,לא,כן,ריק במקור,2025-05-27,ilA-,S&P מעלות,מנפיק,USD,0.0,משתנה,0.09686,ריק במקור,ריק במקור,ריק במקור,0.0,2028-08-25 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,10998.18,102.04,3.306,37.10173,11.222543859649,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.003132050975337158,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 38,11022839.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,שירותים פיננסיים,לא,לא,ריק במקור,2025-08-19,NR,NR,NR,USD,0.0,משתנה,0.0,ריק במקור,ריק במקור,ריק במקור,0.0,2049-01-06 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,19980.2,100.0,3.306,66.05454,19.980199637023,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.005576187051990496,13914.0
13908.0,13911.0,ריק במקור,ריק במקור,הלוואה מספר 39,11022840.0,תאגיד,ריק במקור,"חו""ל",ריק במקור,Other,לא,לא,ריק במקור,2025-09-25,NR,NR,NR,USD,0.0,קבועה,0.0,ריק במקור,ריק במקור,ריק במקור,0.0,ריק במקור,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,20048.68,100.0,3.306,66.28094,20.048681185722,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.005595299269690757,13914.0
13908.0,13912.0,ריק במקור,ריק במקור,הלוואה מספר 15,11022466.0,תאגיד,ריק במקור,ישראל,ריק במקור,אנרגיה,לא,לא,ריק במקור,2025-04-01,NR,NR,NR,ILS,0.0,משתנה,0.0,ריק במקור,ריק במקור,ריק במקור,0.0,2026-01-04 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,אחר,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,2457142.85,93.82,1.0,2305.29142,2305.29142,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,1.0,13916.0
13908.0,13913.0,ריק במקור,ריק במקור,הלוואה מספר 1,11020447.0,תאגיד,פעילות שוטפת של התאגיד - מגורים (כולל דיור מוגן),ישראל,ריק במקור,"נדל""ן מניב בישראל",לא,לא,ריק במקור,2024-02-29,NR,NR,NR,ILS,0.0,קבועה,0.11,ריק במקור,ריק במקור,ריק במקור,0.0,2027-02-27 00:00:00,החוב נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,54000.0,105.6,1.0,57.024,57.024,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.11399841524930315,13918.0
13908.0,13913.0,ריק במקור,ריק במקור,הלוואה מספר 2,11020451.0,תאגיד,פעילות שוטפת של התאגיד - מגורים (כולל דיור מוגן),ישראל,ריק במקור,"נדל""ן מניב בישראל",לא,לא,ריק במקור,2024-03-13,NR,NR,NR,ILS,0.0,קבועה,0.11,ריק במקור,ריק במקור,ריק במקור,0.0,2027-02-27 00:00:00,החוב נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,56769.23,104.68,1.0,59.42603,59.42603,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.11880038658385147,13918.0
13908.0,13913.0,ריק במקור,ריק במקור,הלוואה מספר 4,11021116.0,תאגיד,פעילות שוטפת של התאגיד - מגורים (כולל דיור מוגן),ישראל,ריק במקור,"נדל""ן מניב בישראל",לא,לא,ריק במקור,2024-05-15,NR,NR,NR,ILS,0.0,קבועה,0.11,ריק במקור,ריק במקור,ריק במקור,0.0,2027-02-27 00:00:00,החוב נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,27692.31,100.95,1.0,27.95539,27.95539,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.05588647162030403,13918.0
13908.0,13913.0,ריק במקור,ריק במקור,הלוואה מספר 5,11021122.0,תאגיד,"ייזום נדל""ן לבניה של נכס ספציפי - מגורים (כולל דיור מוגן)",ישראל,ריק במקור,בנייה,לא,לא,ריק במקור,2024-07-02,NR,NR,NR,ILS,0.0,קבועה,0.1085,ריק במקור,ריק במקור,ריק במקור,0.0,2028-07-01 00:00:00,החוב נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,61363.64,105.21,1.0,64.56069,64.56069,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.12906524178243428,13918.0
13908.0,13913.0,ריק במקור,ריק במקור,הלוואה מספר 6,11021130.0,תאגיד,"ייזום נדל""ן לבניה של נכס ספציפי - מגורים (כולל דיור מוגן)",ישראל,ריק במקור,בנייה,לא,לא,ריק במקור,2024-07-31,NR,NR,NR,ILS,1.71,קבועה,0.0925,ריק במקור,ריק במקור,ריק במקור,0.0834,2027-07-31 00:00:00,החוב נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,100000.0,101.97,1.0,101.97,101.97,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.20385133282427473,13918.0
13908.0,13913.0,ריק במקור,ריק במקור,הלוואה מספר 8,11022433.0,תאגיד,פעילות שוטפת של התאגיד - מגורים (כולל דיור מוגן),ישראל,ריק במקור,"נדל""ן מניב בישראל",לא,לא,ריק במקור,2024-12-29,NR,NR,NR,ILS,1.33,קבועה,0.11,ריק במקור,ריק במקור,ריק במקור,0.1223,2027-02-27 00:00:00,החוב נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,41538.46,99.08,1.0,41.15631,41.15631,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.08227683286877539,13918.0
13908.0,13913.0,ריק במקור,ריק במקור,הלוואה מספר 9,11022434.0,תאגיד,פעילות שוטפת של התאגיד - מגורים (כולל דיור מוגן),ישראל,ריק במקור,בנייה,לא,לא,ריק במקור,2024-12-25,NR,NR,NR,ILS,1.71,קבועה,0.0925,ריק במקור,ריק במקור,ריק במקור,0.1036,2030-06-30 00:00:00,החוב נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,40000.0,98.81,1.0,39.524,39.524,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.079013632230525,13918.0
13908.0,13913.0,ריק במקור,ריק במקור,הלוואה מספר 11,11022442.0,תאגיד,פעילות שוטפת של התאגיד - מגורים (כולל דיור מוגן),ישראל,ריק במקור,"נדל""ן מניב בישראל",לא,לא,ריק במקור,2025-01-28,NR,NR,NR,ILS,0.0,קבועה,0.11,ריק במקור,ריק במקור,ריק במקור,0.0,2027-02-28 00:00:00,החוב נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,חברת ציטוט,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,5538.46,96.44,1.0,5.34129,5.34129,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.010677935525163974,13918.0
13908.0,13913.0,ריק במקור,ריק במקור,הלוואה מספר 12,11022458.0,תאגיד,ריק במקור,ישראל,ריק במקור,"נדל""ן מניב בישראל",לא,לא,ריק במקור,2025-03-23,NR,NR,NR,ILS,0.0,קבועה,0.1,ריק במקור,ריק במקור,ריק במקור,0.0,2028-03-23 00:00:00,החוב לא נחות,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,כן,אחר,ריק במקור,אי-תלות,2025-09-30,2025-09-30,ריק במקור,41666.67,98.43,1.0,41.0125,41.0125,ריק במקור,ריק במקור,ריק במקור,שווי הוגן,0.08198933791757937,13918.0
