"שם גיליון
(רלוונטי לגיליונות עם עמודה ""מאפיין עיקרי"")",שם עמודה,אפשרות בחירה,הערות והסברים,Unnamed: 4
ריק במקור,ריק במקור,"אג""ח בארץ - חברות והמרה-חברות והמרה שקלי עם מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - חברות והמרה-תל בונד אחר-אג""ח תל בונד משולבת",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - חברות והמרה-תל בונד אחר-מדד תל בונד אחר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - חברות והמרה-תל בונד אחר-תל בונד מאגר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד- תשואות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד צמוד מדד- אחר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד צמודות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד צמודות- בנקים",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד צמודות- יתר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- לא צמודות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- ריבית משתנה",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- שקלי",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- תשואות שקל",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד שקלי- אחר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - כללי-אג""ח כללי בארץ- עד 15% מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - כללי-אג""ח כללי בארץ- עד 25% מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - כללי-אג""ח כללי בארץ- עד 5% מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - כללי-אג""ח כללי בארץ - חשיפה מרבית מעל 30% מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - כללי-אג""ח כללי בארץ - ללא מניות-אג""ח כללי בארץ ללא מניות וללא סימן קריאה",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - כללי-אג""ח כללי בארץ - ללא מניות-אג""ח כללי בארץ ללא מניות וללא סימן קריאה, עם מגבלת מח""מ עד 5 שנים",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - כללי-אג""ח כללי בארץ - ללא מניות-אג""ח כללי בארץ ללא מניות עם סימן קריאה",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - כללי-אג""ח כללי בארץ - עד 10% מניות-אג""ח כללי בארץ- עד 10% מניות ועם סימן קריאה",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - כללי-אג""ח כללי בארץ - עד 10% מניות-אג""ח כללי בארץ- עד 10% מניות ללא סימן קריאה",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - כללי-אג""ח כללי בארץ - עד 20% מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - כללי-אג""ח כללי בארץ - עד 30% מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה כללי- עד 20% מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה כללי - ללא מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה כללי - עד 10% מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה משולבת - חשיפה מרבית מעל 10% מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה משולבת - ללא מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה משולבת - עד 10% מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד- ללא מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד- עד 10% מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד-צמודות מדד- מדד אחר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד-צמודות מדד - ממשלתיות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד-צמודות מדד - ממשלתיות 0-2 שנים",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד-צמודות מדד - ממשלתיות 2-5 שנים",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד-צמודות מדד - ממשלתיות 5-10 שנים",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות- ללא מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות- עד 10% מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות -מק""מ",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות- מדד אחר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ממשלתיות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ריבית משתנה ממשלתיות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ריבית קבועה ממשלתיות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ריבית קבועה ממשלתיות 0-2 שנים",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ריבית קבועה ממשלתיות 2-5 שנים",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ריבית קבועה ממשלתיות 5+ שנים",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ - מדינה-אג""ח ממשלתיות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ משולבת - כללי-אג""ח כללי בארץ משולבת - חשיפה מרבית מעל 30% מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ משולבת - כללי-אג""ח כללי בארץ משולבת - ללא מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ משולבת - כללי-אג""ח כללי בארץ משולבת - עד 10% מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ משולבת - כללי-אג""ח כללי בארץ משולבת - עד 20% מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בארץ משולבת - כללי-אג""ח כללי בארץ משולבת - עד 30% מניות",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בחו""ל - אג""ח חשופת דולר - מדד אחר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בחו""ל - אג""ח מנוטרלת מט""ח",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בחו""ל - אג""ח חשופת דולר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בחו""ל - אג""ח חשופת מט""ח",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בחו""ל - אג""ח מוגנת מט""ח",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"אג""ח בחו""ל - אג""ח נקובת מט""ח",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,אגד קרנות - אגד חוץ,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,אגד קרנות - אגד ישראלי,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,גמישות,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"ממונפות-ממונפות בחסר בסיכון גבוה-אג""ח בארץ",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,ממונפות-ממונפות בחסר בסיכון גבוה-מניות בארץ,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"ממונפות-ממונפות בחסר בסיכון גבוה-מניות בחו""ל",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,ממונפות-ממונפות בסיכון גבוה-מניות בארץ,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"ממונפות-ממונפות בסיכון גבוה-מניות בחו""ל",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,ממונפות ואסטרטגיות-ממונפות אחר,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,ממונפות ואסטרטגיות-ממונפות בסיכון גבוה,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,מניות בארץ - מניות בארץ משולבת,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,מניות בארץ - מניות כללי-מדד אחר,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בארץ - מניות כללי-ת""א צמיחה",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,מניות בארץ - מניות כללי-תל- דיב,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,מניות בארץ - מניות לפי ענפים,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,מניות בארץ - מניות לפי ענפים-מדד אחר,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בארץ - מניות לפי ענפים-ת""א בנקים",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בארץ - מניות לפי ענפים-ת""א גלובל- בלוטק",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בארץ - מניות לפי ענפים-ת""א נדל""ן",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בארץ - מניות לפי ענפים-ת""א נפט וגז",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בארץ - מניות לפי ענפים-ת""א פיננסים",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות בחו""ל משולבת",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות גיאוגרפי-ארה""ב חשופת מט""ח",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות גיאוגרפי-מניות גיאוגרפי אחר חשופת מט""ח",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות גיאוגרפי-מניות גיאוגרפי מוגנת מט""ח",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה - מדד אחר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אסיה - מדד אחר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב - מדד אחר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-חו""ל גיאוגרפי אחר - מדד אחר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אירופה - מדד אחר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אסיה - מדד אחר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-ארה""ב - מדד אחר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-חו""ל גיאוגרפי אחר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-שווקים מתעוררים",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות כללי בחו""ל - מניות חו""ל נקובת מט""ח",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות כללי בחו""ל - מניות כללי בחו""ל חשופת מט""ח",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות כללי בחו""ל - מניות כללי בחו""ל מוגנת מט""ח",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות כללי בחו""ל - חשופת מט""ח-מניות כללי בחו""ל - מדד אחר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות כללי בחו""ל - מנוטרלת מט""ח-מניות כללי בחו""ל",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות לפי ענפים בחו""ל",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ענפים אחרים",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"מניות בחו""ל - מניות לפי ענפים בחו""ל - מנוטרלת מט""ח-ענפים אחרים",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,סחורות-מדד סחורות,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,סחורות-סחורה,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,קרן גידור בנאמנות,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"קרן כספית-כספית מט""חית עם קונצרני-חשופת דולר",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,"קרן כספית-כספית מט""חית עם קונצרני-נקובת מט""ח",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,קרן כספית-כספית שקלית-כספית שקלית ללא קונצרני,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,קרן כספית-כספית שקלית-כספית שקלית עם קונצרני,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,קרן סגורה-קרן טכנולוגיה עילית,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,אחר,,
ריק במקור,ריק במקור,Asset Allocation Funds,,
ריק במקור,ריק במקור,Bond/Fixed Income Funds,,
ריק במקור,ריק במקור,Commodity Funds,,
ריק במקור,ריק במקור,Currency Funds,,
ריק במקור,ריק במקור,Equity Funds,,
ריק במקור,ריק במקור,Index Funds,,
ריק במקור,ריק במקור,Real Estate Funds,,
ריק במקור,ריק במקור,Sustainable Funds,,
ריק במקור,ריק במקור,Other,,
ריק במקור,נכס בסיס/סוג הנכס,אנרגיה,,
ריק במקור,ריק במקור,"אשראי בגין נדל""ן יזמי",,
ריק במקור,ריק במקור,אשראי קמעונאי,,
ריק במקור,ריק במקור,בעלי חיים,,
ריק במקור,ריק במקור,גרעינים וחיטה,,
ריק במקור,ריק במקור,מדד המחירים לצרכן,,
ריק במקור,ריק במקור,מדדי סחורות,,
ריק במקור,ריק במקור,"מט""ח",,
ריק במקור,ריק במקור,מניות לרבות מדדי מניות,,
ריק במקור,ריק במקור,משכנתאות או תיקי משכנתאות,,
ריק במקור,ריק במקור,מתכות,,
ריק במקור,ריק במקור,סחורות חקלאיות רכות,,
ריק במקור,ריק במקור,"ריבית ואג""ח",,
ריק במקור,ריק במקור,תשתיות,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,קונסורציום/סינדיקציה,כן,,
ריק במקור,ריק במקור,לא,,
ריק במקור,סוג הצמדה,לא צמוד,,
ריק במקור,ריק במקור,צמוד למדד המחירים לצרכן,,
ריק במקור,ריק במקור,"צמוד למט""ח",,
ריק במקור,ריק במקור,צמוד למדד אחר,,
ריק במקור,סוג בטוחה,"אג""ח סחיר",,
ריק במקור,ריק במקור,"אג""ח לא סחיר",,
ריק במקור,ריק במקור,בטוחה פיזית אחרת,,
ריק במקור,ריק במקור,בטוחה פיננסית אחרת,,
ריק במקור,ריק במקור,חסכון עמיתים/מבוטחים,,
ריק במקור,ריק במקור,כלי רכב,,
ריק במקור,ריק במקור,ללא בטחונות,,
ריק במקור,ריק במקור,מניות סחירות,,
ריק במקור,ריק במקור,מניות לא סחירות,,
ריק במקור,ריק במקור,משכנתאות או תיקי משכנתאות,,
ריק במקור,ריק במקור,נגזרי אשראי,,
ריק במקור,ריק במקור,"נדל""ן אחר - נדל""ן מניב","נדל""ן שלא בגינו ניתנה ההלוואה",
ריק במקור,ריק במקור,"נדל""ן אחר - נדל""ן לא מניב","נדל""ן שלא בגינו ניתנה ההלוואה",
ריק במקור,ריק במקור,"נדל""ן אחר - קרקע","נדל""ן שלא בגינו ניתנה ההלוואה",
ריק במקור,ריק במקור,"נדל""ן עבורו התקבלה ההלוואה",,
ריק במקור,ריק במקור,ערבות בנקאית,,
ריק במקור,ריק במקור,קרנות השקעה,,
ריק במקור,ריק במקור,שעבוד שוטף,,
ריק במקור,ריק במקור,שעבוד שלילי,,
ריק במקור,ריק במקור,תזרים עמלות,,
ריק במקור,ריק במקור,תזרים מזומנים,,
ריק במקור,ריק במקור,תזרים מפרויקטים,,
ריק במקור,ריק במקור,תשתיות,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,זכות חזרה,כן,,
ריק במקור,ריק במקור,לא,,
ריק במקור,מבנה לוח סילוקין,בולט (Bullet),,
ריק במקור,ריק במקור,בלון,,
ריק במקור,ריק במקור,קרן שווה,,
ריק במקור,ריק במקור,שפיצר,,
ריק במקור,ריק במקור,אחר ,,
ריק במקור,זכות פירעון מוקדם,כן,,
ריק במקור,ריק במקור,לא,,
ריק במקור,מאפיין הלווואת מתואמות זכויות מקרקעין,"נדל""ן מניב - משרדים",,
ריק במקור,ריק במקור,"נדל""ן מניב
 - מסחר",,
ריק במקור,ריק במקור,"נדל""ן מניב
 - מגורים (כולל דיור מוגן)",,
ריק במקור,ריק במקור,"נדל""ן מניב
 - מלונאות",,
ריק במקור,ריק במקור,"נדל""ן מניב
 - לוגיסטיקה",,
ריק במקור,ריק במקור,"נדל""ן מניב
 - תעשייה",,
ריק במקור,ריק במקור,"נדל""ן מניב
 - אחר/לא מסווג",,
ריק במקור,ריק במקור,"ייזום נדל""ן לבניה של נכס ספציפי - משרדים",,
ריק במקור,ריק במקור,"ייזום נדל""ן לבניה של נכס ספציפי - מסחר",,
ריק במקור,ריק במקור,"ייזום נדל""ן לבניה של נכס ספציפי - מגורים (כולל דיור מוגן)",,
ריק במקור,ריק במקור,"ייזום נדל""ן לבניה של נכס ספציפי -   מזה: בליווי פיננסי סגור",,
ריק במקור,ריק במקור,"ייזום נדל""ן לבניה של נכס ספציפי - מלונאות",,
ריק במקור,ריק במקור,"ייזום נדל""ן לבניה של נכס ספציפי - לוגיסטיקה",,
ריק במקור,ריק במקור,"ייזום נדל""ן לבניה של נכס ספציפי - תעשייה",,
ריק במקור,ריק במקור,"ייזום נדל""ן לבניה של נכס ספציפי - אחר/לא מסווג",,
ריק במקור,ריק במקור,קבוצות רכישה - משרדים,,
ריק במקור,ריק במקור,קבוצות רכישה - מסחר,,
ריק במקור,ריק במקור,קבוצות רכישה - מגורים (כולל דיור מוגן),,
ריק במקור,ריק במקור,קבוצות רכישה - אחר/לא מסווג,,
ריק במקור,ריק במקור,קרקעות - משרדים,,
ריק במקור,ריק במקור,קרקעות - מסחר,,
ריק במקור,ריק במקור,קרקעות - מגורים (כולל דיור מוגן),,
ריק במקור,ריק במקור,קרקעות - מלונאות,,
ריק במקור,ריק במקור,קרקעות - לוגיסטיקה,,
ריק במקור,ריק במקור,קרקעות - תעשייה,,
ריק במקור,ריק במקור,קרקעות - אחר/לא מסווג,,
ריק במקור,ריק במקור,קרקעות - שאינן זמינות לבניה,,
ריק במקור,ריק במקור,תשתיות - שלב הקמה,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,תשתיות - שלב תפעול,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,פעילות שוטפת של התאגיד - משרדים,,
ריק במקור,ריק במקור,פעילות שוטפת של התאגיד - מסחר,,
ריק במקור,ריק במקור,פעילות שוטפת של התאגיד - מגורים (כולל דיור מוגן),,
ריק במקור,ריק במקור,פעילות שוטפת של התאגיד - מלונאות,,
ריק במקור,ריק במקור,פעילות שוטפת של התאגיד - אחר/לא מסווג,,
ריק במקור,ריק במקור,אשראי לקבלנים - הון חוזר,,
ריק במקור,ריק במקור,"אשראי לקבלנים - ערבויות מכרז, ביצוע וכד'",,
ריק במקור,ריק במקור,אשראי לקבלנים - למטרות ארוכות טווח,,
ריק במקור,ריק במקור,"אשראי אחר בענף הנדל""ן
 (לרבות אשראי לכל מטרה) - אשראי לפעילות הונית ",,
ריק במקור,ריק במקור,"אשראי אחר בענף הנדל""ן
 (לרבות אשראי לכל מטרה) - אחר/לא מסווג",,
ריק במקור,סוג הריבית,משתנה,,
ריק במקור,ריק במקור,קבועה ,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,האם סווג כחוב בעייתי,כן,,
ריק במקור,ריק במקור,לא,,
ריק במקור,אסטרטגיית קרן ההשקעה,FOF/Managed Account,,
ריק במקור,ריק במקור,Co-Investment/Direct,,
ריק במקור,ריק במקור,Core,,
ריק במקור,ריק במקור,Core-Plus,,
ריק במקור,ריק במקור,Debt Infrastructure,,
ריק במקור,ריק במקור,Opportunistic Infrastructure,,
ריק במקור,ריק במקור,Value Added Infrastructure,,
ריק במקור,ריק במקור,Value Added Real Estate,,
ריק במקור,ריק במקור,Direct Real Estate,,
ריק במקור,ריק במקור,Opportunistic Real Estate,,
ריק במקור,ריק במקור,Distressed Real Estate,,
ריק במקור,ריק במקור,Direct Lending Debt,,
ריק במקור,ריק במקור,Mezzanine Debt,,
ריק במקור,ריק במקור,Special Situations Debt,,
ריק במקור,ריק במקור,Distressed Debt,,
ריק במקור,ריק במקור,Venture Debt,,
ריק במקור,ריק במקור,Balanced,,
ריק במקור,ריק במקור,Buyout,,
ריק במקור,ריק במקור,Leveraged Buyout,,
ריק במקור,ריק במקור,Growth Venture Capital,,
ריק במקור,ריק במקור,Seed/Early Stage Venture Capital,,
ריק במקור,ריק במקור,Secondaries,,
ריק במקור,ריק במקור,Turnaround,,
ריק במקור,ריק במקור,Other,,
ריק במקור,ריק במקור,סעיף מאזני,,נוסף במסגרת עדכון הרשימה
ריק במקור,שימוש עיקרי בנכס,זכויות אוויר (Air Rights),,
ריק במקור,ריק במקור,חממת שרתים,,
ריק במקור,ריק במקור,חניון,,
ריק במקור,ריק במקור,לוגיסטיקה ותעשייה,,
ריק במקור,ריק במקור,מגדלי תקשורת,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,מגורים (כולל דיור מוגן),,
ריק במקור,ריק במקור,מלונאות,,
ריק במקור,ריק במקור,מסחר,,
ריק במקור,ריק במקור,משרדים,,
ריק במקור,ריק במקור,קניון,,
ריק במקור,ריק במקור,קרקע/זכויות מקרקעין,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,מחזור חיי הנכס,בתכנון/בהיתרים,בתכנון / בהיתרים,
ריק במקור,ריק במקור,שלבים התחלתיים,בבנייה שלבים התחלתיים (עד 30% ביצוע) – לפי אומדן עלות השקעה כוללת צפויה,
ריק במקור,ריק במקור,שלבים מתקדמים,בבנייה שלבים מתקדמים (עד 70% ביצוע) - לפי אומדן עלות השקעה כוללת צפויה,
ריק במקור,ריק במקור,בשלבי גמר,בבנייה בשלבי גמר (מעל 70% ביצוע) - לפי אומדן עלות השקעה כוללת צפויה,
ריק במקור,ריק במקור,בשימוש,בשימוש ,
ריק במקור,ריק במקור,בשיפוץ,בשיפוץ – שיפוץ מהותי שאומדן עלותו מהווה מעל ל-50% משווי הנכס.,
ריק במקור,ריק במקור,בהסבה/שינויי ייעוד,בהסבה/שינוי ייעוד – אם מעל ל-50% משווי הנכס מוסב לשימוש אחר.,
ריק במקור,ריק במקור,בהרחבה,בהרחבה,
ריק במקור,ריק במקור,אחר,,
ריק במקור,השיטה שבאמצעותה נקבע שווי הנכס ,שיטת החילוץ,Residual,
ריק במקור,ריק במקור,שיטה השוואתית ,Comparison,
ריק במקור,ריק במקור,היוון תזרים ,Discounted Cash Flows,
ריק במקור,ריק במקור,שיטת ההכנסה,Direct Capitalization,
ריק במקור,ריק במקור,משולב,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,סוג גורם משערך,גורם תלוי/פנימי,,
ריק במקור,ריק במקור,דיווח מנהל הקרן,,
ריק במקור,ריק במקור,חברת ציטוט,,
ריק במקור,ריק במקור,מומחה בלתי תלוי,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,תלות/אי-תלות המשערך,קיימת תלות,,
ריק במקור,ריק במקור,אי-תלות,,
ריק במקור,השיטה שיושמה בדוח הכספי,שווי הוגן,,
ריק במקור,ריק במקור,עלות מופחתת,,
ריק במקור,תדירות Reset,יומי,,
ריק במקור,ריק במקור,שבועי,,
ריק במקור,ריק במקור,חודשי,,
ריק במקור,ריק במקור,רבעוני,,
ריק במקור,ריק במקור,חצי-שנתי,,
ריק במקור,ריק במקור,שנתי,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,ריק במקור,ללא,,
ריק במקור,סוג הסליקה,Delivery,,
ריק במקור,ריק במקור,No-delivery,,
ריק במקור,ריבית עוגן,ריבית בנק ישראל,,
ריק במקור,ריק במקור,ריבית פריים,,
ריק במקור,ריק במקור,Libor,,
ריק במקור,ריק במקור,€STR,,
ריק במקור,ריק במקור,Eonia,,
ריק במקור,ריק במקור,Euribor,,
ריק במקור,ריק במקור,SOFR,,
ריק במקור,ריק במקור,Sonia,,
