"לא סחיר מניות, מב""כ ויה""ש","שווי הוגן (באלפי ש""ח)",5.63,
"לא סחיר מניות, מב""כ ויה""ש",שיעור מנכסי אפיק ההשקעה,5.47,
"לא סחיר מניות, מב""כ ויה""ש",שיעור מסך נכסי ההשקעה,5.48,
"לא סחיר מניות, מב""כ ויה""ש",הגעת לשדה האחרון בשורה זו,,
קרנות השקעה,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
קרנות השקעה,מספר מסלול,5.2,
קרנות השקעה,שם שותף כללי קרן השקעות,5.5,
קרנות השקעה,מספר מזהה שותף כללי קרן השקעות,5.8,ü
קרנות השקעה,סוג מספר מזהה שותף כללי קרן השקעות,5.12,ü
קרנות השקעה,שם קרן השקעה,5.15,
קרנות השקעה,מספר מזהה קרן השקעה,5.2,
קרנות השקעה,סוג מספר מזהה קרן השקעות,5.25,
קרנות השקעה,מאפיין עיקרי,5.26,
קרנות השקעה,אסטרטגיית קרן ההשקעה,5.114,ü
קרנות השקעה,"ישראל/חו""ל",5.27,
קרנות השקעה,מדינת התאגדות קרן השקעה,5.115,ü
קרנות השקעה,מיקום משרד השותף הכללי,5.116,ü
קרנות השקעה,מדינה לפי חשיפה כלכלית,5.28,
קרנות השקעה,בעל עניין/צד קשור,5.36,
קרנות השקעה,תאריך רכישה,5.37,
קרנות השקעה,מטבע פעילות,5.53,
קרנות השקעה,סוג גורם משערך,5.109,
קרנות השקעה,תלות/אי-תלות המשערך,5.111,
קרנות השקעה,תאריך שערוך אחרון,5.112,
קרנות השקעה,שער חליפין,5.54,
קרנות השקעה,NAV (במטבע הדיווח של קרן ההשקעה),5.61,
קרנות השקעה,"שווי הוגן (באלפי ש""ח)",5.63,
קרנות השקעה,שיעור החזקה בקרן השקעה,5.46,
קרנות השקעה,שיעור מנכסי אפיק ההשקעה,5.47,
קרנות השקעה,שיעור מסך נכסי ההשקעה,5.48,
קרנות השקעה,הגעת לשדה האחרון בשורה זו,,
לא סחיר כתבי אופציה,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
לא סחיר כתבי אופציה,מספר מסלול,5.2,
לא סחיר כתבי אופציה,שם מנפיק,5.3,
לא סחיר כתבי אופציה,מספר מנפיק,5.6,
לא סחיר כתבי אופציה,סוג מספר מזהה מנפיק ,5.1,
לא סחיר כתבי אופציה,שם נייר ערך ,5.14,
לא סחיר כתבי אופציה,מספר נייר ערך,5.19,
לא סחיר כתבי אופציה,סוג מספר נייר ערך,5.24,
לא סחיר כתבי אופציה,"ישראל/חו""ל",5.27,
לא סחיר כתבי אופציה,מדינה לפי חשיפה כלכלית,5.28,
לא סחיר כתבי אופציה,סטאטוס סחירות,5.29,
לא סחיר כתבי אופציה,נכס בסיס (כתב אופציה),5.34,
לא סחיר כתבי אופציה,ענף מסחר,5.31,
לא סחיר כתבי אופציה,תאריך פקיעה,5.101,
לא סחיר כתבי אופציה,בעל עניין/צד קשור,5.36,
לא סחיר כתבי אופציה,תאריך רכישה,5.37,
לא סחיר כתבי אופציה,מטבע פעילות,5.53,
לא סחיר כתבי אופציה,סוג גורם משערך,5.109,
לא סחיר כתבי אופציה,תלות/אי-תלות המשערך,5.111,
לא סחיר כתבי אופציה,תאריך שערוך אחרון,5.112,
לא סחיר כתבי אופציה,שער מימוש,5.102,
לא סחיר כתבי אופציה,יחס המרה,5.1,
לא סחיר כתבי אופציה,ערך נקוב (יחידות),5.58,
לא סחיר כתבי אופציה,שער נייר הערך,5.55,
לא סחיר כתבי אופציה,שער חליפין,5.54,
לא סחיר כתבי אופציה,"שווי הוגן (באלפי ש""ח)",5.63,
לא סחיר כתבי אופציה,שיעור מנכסי אפיק ההשקעה,5.47,
לא סחיר כתבי אופציה,שיעור מסך נכסי ההשקעה,5.48,
לא סחיר כתבי אופציה,הגעת לשדה האחרון בשורה זו,,
לא סחיר אופציות,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
לא סחיר אופציות,מספר מסלול,5.2,
לא סחיר אופציות,שם מנפיק,5.3,
לא סחיר אופציות,מספר מנפיק,5.6,
לא סחיר אופציות,סוג מספר מזהה מנפיק ,5.1,
לא סחיר אופציות,שם נייר ערך ,5.14,
לא סחיר אופציות,מספר נייר ערך,5.19,
לא סחיר אופציות,סוג מספר נייר ערך,5.24,
לא סחיר אופציות,מאפיין עיקרי,5.26,
לא סחיר אופציות,"ישראל/חו""ל",5.27,
לא סחיר אופציות,מדינה לפי חשיפה כלכלית,5.28,
לא סחיר אופציות,ענף מסחר,5.31,
לא סחיר אופציות,נכס בסיס,5.33,
לא סחיר אופציות,תאריך פקיעה,5.101,
לא סחיר אופציות,בעל עניין/צד קשור,5.36,
לא סחיר אופציות,תאריך רכישה,5.37,
לא סחיר אופציות,מטבע פעילות,5.53,
לא סחיר אופציות,סוג גורם משערך,5.109,
לא סחיר אופציות,תלות/אי-תלות המשערך,5.111,
לא סחיר אופציות,תאריך שערוך אחרון,5.112,
לא סחיר אופציות,שער מימוש,5.102,
לא סחיר אופציות,יחס המרה,5.1,
לא סחיר אופציות,ערך נקוב (יחידות),5.58,
לא סחיר אופציות,שער נייר הערך,5.55,
לא סחיר אופציות,שער חליפין,5.54,
לא סחיר אופציות,"שווי הוגן (באלפי ש""ח)",5.63,
לא סחיר אופציות,שיעור מנכסי אפיק ההשקעה,5.47,
לא סחיר אופציות,שיעור מסך נכסי ההשקעה,5.48,
לא סחיר אופציות,הגעת לשדה האחרון בשורה זו,,
לא סחיר נגזרים אחרים,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
לא סחיר נגזרים אחרים,מספר מסלול,5.2,
לא סחיר נגזרים אחרים,מאפיין עיקרי,5.26,
לא סחיר נגזרים אחרים,מספר עסקה (רגל 1),5.21,
לא סחיר נגזרים אחרים,מטבע פעילות (רגל 1),5.53,
לא סחיר נגזרים אחרים,שער חליפין,5.54,
לא סחיר נגזרים אחרים,ערך נקוב (רגל 1),5.58,
לא סחיר נגזרים אחרים,שווי הוגן במטבע הנסחר (רגל 1),5.118,
לא סחיר נגזרים אחרים,שיעור מנכסי אפיק ההשקעה (רגל 1),5.47,
לא סחיר נגזרים אחרים,שיעור מסך נכסי ההשקעה (רגל 1),5.48,
לא סחיר נגזרים אחרים,מספר עסקה (רגל 2),5.21,
לא סחיר נגזרים אחרים,מטבע פעילות (רגל 2),5.53,
לא סחיר נגזרים אחרים,שער חליפין,5.54,
לא סחיר נגזרים אחרים,ערך נקוב (רגל 2),5.58,
לא סחיר נגזרים אחרים,שווי הוגן במטבע הנסחר (רגל 2),5.118,
לא סחיר נגזרים אחרים,שיעור מנכסי אפיק ההשקעה (רגל 2),5.47,
לא סחיר נגזרים אחרים,שיעור מסך נכסי אפיק ההשקעה (רגל 2),5.48,
לא סחיר נגזרים אחרים,"שווי הוגן (נטו באלפי ש""ח)",5.63,
לא סחיר נגזרים אחרים,"ישראל/חו""ל",5.27,
לא סחיר נגזרים אחרים,מדינה לפי חשיפה כלכלית,5.28,
לא סחיר נגזרים אחרים,סוג הנכס,5.35,
לא סחיר נגזרים אחרים,פקטור מוביל,5.119,
לא סחיר נגזרים אחרים,פקטור נוסף,5.12,
לא סחיר נגזרים אחרים,טיקר,5.121,
לא סחיר נגזרים אחרים,בעל עניין/צד קשור,5.36,
לא סחיר נגזרים אחרים,מועד ההתקשרות בעסקה,5.122,
לא סחיר נגזרים אחרים,מועד סיום חוזי,5.123,
לא סחיר נגזרים אחרים,תדירות Reset,5.124,
לא סחיר נגזרים אחרים,סוג הסליקה,5.125,
לא סחיר נגזרים אחרים,נספח התחשבנות בטחונות - CSA,5.126,
לא סחיר נגזרים אחרים,גורם מצטט,5.127,
לא סחיר נגזרים אחרים,ריבית עוגן,5.72,
לא סחיר נגזרים אחרים,תקופת ריבית עוגן,5.128,
לא סחיר נגזרים אחרים,שיעור ריבית עוגן,5.129,ü
לא סחיר נגזרים אחרים,שער נכס הבסיס במועד ההתקשרות בעסקה,5.131,
לא סחיר נגזרים אחרים,שער הנגזר במועד ההתקשרות בעסקה,5.132,ü
לא סחיר נגזרים אחרים,האם קיים קנס בגין יציאה מוקדמת,5.133,ü
לא סחיר נגזרים אחרים,שיעור הקנס בגין יציאה מוקדמת,5.134,ü
לא סחיר נגזרים אחרים,צד נגדי - Counterparty,5.13,
לא סחיר נגזרים אחרים,שיעור מנכסי אפיק ההשקעה,5.47,
לא סחיר נגזרים אחרים,שיעור מסך נכסי ההשקעה,5.48,
לא סחיר נגזרים אחרים,הגעת לשדה האחרון בשורה זו,,
הלוואות,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
הלוואות,מספר מסלול,5.2,
הלוואות,מספר מזהה לווה,5.9,ü
הלוואות,סוג מספר מזהה לווה,5.13,ü
הלוואות,שם הלוואה,5.16,ü
הלוואות,מספר הלוואה,5.22,
הלוואות,מאפיין עיקרי,5.26,
הלוואות,מאפיין הלוואות מתואמות עבור זכויות מקרקעין,5.77,
הלוואות,"ישראל/חו""ל",5.27,
הלוואות,מדינה לפי חשיפה כלכלית,5.28,ü
הלוואות,ענף מסחר,5.31,
הלוואות,בעל עניין/צד קשור,5.36,
הלוואות,קונסורציום/ סינדיקציה,5.78,
הלוואות,מספר קונסורציום/ סינדיקציה,5.79,ü
הלוואות,תאריך העמדת הלוואה,5.41,
הלוואות,דירוג,5.49,
הלוואות,שם מדרג,5.51,
הלוואות,דירוג הלוואה/המנפיק ,5.52,
הלוואות,מטבע פעילות,5.53,
הלוואות,"מח""מ",5.69,
הלוואות,סוג הריבית,5.71,
הלוואות,שיעור ריבית,5.7,
הלוואות,סוג הצמדה,5.8,ü
הלוואות,ריבית עוגן,5.72,ü
הלוואות,שיעור תוספת/הפחתה לריבית העוגן,5.73,ü
הלוואות,תשואה לפדיון,5.74,
הלוואות,מועד פדיון,5.75,
הלוואות,נחיתות חוזית,5.76,
הלוואות,סוג בטוחה,5.81,ü
הלוואות,שווי הבטוחות העומדות כנגד ההלוואה,5.82,ü
הלוואות,שיעור הבטוחות מהחוב,5.83,ü
הלוואות,מועד עדכון אחרון לשווי הבטוחות,5.84,
הלוואות,זכות חזרה,5.85,ü
הלוואות,מבנה לוח סילוקין,5.86,ü
הלוואות,יעוד הלוואה,5.88,ü
הלוואות,זכות פירעון מוקדם,5.87,
הלוואות,סוג גורם משערך,5.109,
הלוואות,שם גורם משערך,5.11,ü
הלוואות,תלות/אי-תלות המשערך,5.111,
הלוואות,תאריך שערוך אחרון,5.112,
הלוואות,תאריך אחרון בו נבחנה בפועל ירידת ערך ,5.113,
הלוואות,שיעור ריבית בגין אי-ניצול מסגרת האשראי,5.99,ü
הלוואות,ערך נקוב,5.58,
הלוואות,שער חליפין,5.54,
הלוואות,שער הלוואה,5.56,
הלוואות,"שווי הוגן (באלפי ש""ח)",5.63,
הלוואות,שווי הוגן (במטבע הפעילות),5.64,
הלוואות,"עלות מופחתת (באלפי ש""ח)",5.65,
הלוואות,עלות מופחתת (במטבע הפעילות),5.66,
הלוואות,האם סווג כחוב בעייתי,5.89,ü
הלוואות,השיטה שיושמה בדוח הכספי,5.68,
הלוואות,שיעור מנכסי אפיק ההשקעה,5.47,
הלוואות,שיעור מסך נכסי ההשקעה,5.48,
הלוואות,הגעת לשדה האחרון בשורה זו,,
לא סחיר מוצרים מובנים,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
לא סחיר מוצרים מובנים,מספר מסלול,5.2,
לא סחיר מוצרים מובנים,שם מנפיק,5.3,
לא סחיר מוצרים מובנים,מספר מנפיק,5.6,
לא סחיר מוצרים מובנים,סוג מספר מזהה מנפיק ,5.1,
לא סחיר מוצרים מובנים,שם נייר ערך ,5.14,
לא סחיר מוצרים מובנים,מספר נייר ערך,5.19,
לא סחיר מוצרים מובנים,סוג מספר נייר ערך,5.24,
לא סחיר מוצרים מובנים,מאפיין עיקרי,5.26,
לא סחיר מוצרים מובנים,"ישראל/חו""ל",5.27,
לא סחיר מוצרים מובנים,מדינה לפי חשיפה כלכלית,5.28,
לא סחיר מוצרים מובנים,בעל עניין/צד קשור,5.36,
לא סחיר מוצרים מובנים,נכס בסיס,5.33,
לא סחיר מוצרים מובנים,תאריך רכישה,5.37,
לא סחיר מוצרים מובנים,דירוג,5.49,
לא סחיר מוצרים מובנים,שם מדרג,5.51,
לא סחיר מוצרים מובנים,דירוג נייר הערך/המנפיק ,5.52,
לא סחיר מוצרים מובנים,מטבע פעילות,5.53,
לא סחיר מוצרים מובנים,"מח""מ",5.69,
לא סחיר מוצרים מובנים,שיעור ריבית,5.7,
לא סחיר מוצרים מובנים,תשואה לפדיון,5.74,
לא סחיר מוצרים מובנים,סוג גורם משערך,5.109,
לא סחיר מוצרים מובנים,תלות/אי-תלות המשערך,5.111,
לא סחיר מוצרים מובנים,תאריך שערוך אחרון,5.112,
לא סחיר מוצרים מובנים,ערך נקוב (יחידות),5.58,
לא סחיר מוצרים מובנים,שער חליפין,5.54,
לא סחיר מוצרים מובנים,שער נייר הערך,5.55,
לא סחיר מוצרים מובנים,"שווי הוגן (באלפי ש""ח)",5.63,
לא סחיר מוצרים מובנים,שיעור מנכסי אפיק ההשקעה,5.47,
לא סחיר מוצרים מובנים,שיעור מסך נכסי ההשקעה,5.48,
לא סחיר מוצרים מובנים,הגעת לשדה האחרון בשורה זו,,
פיקדונות מעל 3 חודשים,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
פיקדונות מעל 3 חודשים,מספר מסלול,5.2,
פיקדונות מעל 3 חודשים,שם הבנק,5.4,
פיקדונות מעל 3 חודשים,מספר מזהה בנק,5.7,
פיקדונות מעל 3 חודשים,סוג מספר מזהה בנק,5.11,
פיקדונות מעל 3 חודשים,מאפיין עיקרי,5.26,
פיקדונות מעל 3 חודשים,תאריך פקיעת פיקדון,5.43,
פיקדונות מעל 3 חודשים,"ישראל/חו""ל",5.27,
פיקדונות מעל 3 חודשים,מדינה לפי חשיפה כלכלית,5.28,
פיקדונות מעל 3 חודשים,בעל עניין/צד קשור,5.36,
פיקדונות מעל 3 חודשים,דירוג הבנק,5.5,
פיקדונות מעל 3 חודשים,שם מדרג,5.51,
פיקדונות מעל 3 חודשים,מטבע פעילות,5.53,
פיקדונות מעל 3 חודשים,"מח""מ",5.69,
פיקדונות מעל 3 חודשים,שיעור ריבית,5.7,ü
פיקדונות מעל 3 חודשים,תשואה לפדיון,5.74,
פיקדונות מעל 3 חודשים,שווי מטבעי,5.59,
פיקדונות מעל 3 חודשים,שער חליפין,5.54,
פיקדונות מעל 3 חודשים,שער פיקדון,5.57,
פיקדונות מעל 3 חודשים,"שווי הוגן (באלפי ש""ח)",5.63,
פיקדונות מעל 3 חודשים,שיעור מנכסי אפיק ההשקעה,5.47,
פיקדונות מעל 3 חודשים,שיעור מסך נכסי ההשקעה,5.48,
פיקדונות מעל 3 חודשים,הגעת לשדה האחרון בשורה זו,,
זכויות מקרקעין,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
זכויות מקרקעין,מספר מסלול,5.2,
זכויות מקרקעין,שם הנכס,5.17,
זכויות מקרקעין,מאפיין עיקרי,5.26,
זכויות מקרקעין,"מדינת מיקום נדל""ן",5.103,
זכויות מקרקעין,בעל עניין/צד קשור,5.36,
זכויות מקרקעין,תאריך רכישה,5.37,
זכויות מקרקעין,שימוש עיקרי בנכס,5.104,
זכויות מקרקעין,מחזור חיי הנכס,5.105,
זכויות מקרקעין,כתובת הנכס,5.106,
זכויות מקרקעין,שיעור תשואה בפועל במהלך הרבעון,5.107,
זכויות מקרקעין,השיטה שבאמצעותה נקבע שווי הנכס ,5.108,ü
זכויות מקרקעין,סוג גורם משערך,5.109,
זכויות מקרקעין,שם גורם משערך,5.11,ü
זכויות מקרקעין,תלות/אי-תלות המשערך,5.111,
זכויות מקרקעין,תאריך שערוך אחרון,5.112,
זכויות מקרקעין,מטבע פעילות,5.53,
זכויות מקרקעין,שווי הוגן (במטבע הפעילות),5.64,
זכויות מקרקעין,"שווי הוגן (באלפי ש""ח)",5.63,
זכויות מקרקעין,"עלות מופחתת (באלפי ש""ח)",5.65,
זכויות מקרקעין,עלות מופחתת (במטבע הפעילות),5.66,
זכויות מקרקעין,השיטה שיושמה בדוח הכספי,5.68,
זכויות מקרקעין,שיעור מנכסי אפיק ההשקעה,5.47,
זכויות מקרקעין,שיעור מסך נכסי ההשקעה,5.48,
זכויות מקרקעין,הגעת לשדה האחרון בשורה זו,,
השקעה בחברה מוחזקת,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
השקעה בחברה מוחזקת,מספר מסלול,5.2,
השקעה בחברה מוחזקת,שם מנפיק,5.3,
השקעה בחברה מוחזקת,מספר מנפיק,5.6,
השקעה בחברה מוחזקת,סוג מספר מזהה מנפיק ,5.1,
השקעה בחברה מוחזקת,שם נייר ערך ,5.14,
השקעה בחברה מוחזקת,מספר נייר ערך,5.19,
השקעה בחברה מוחזקת,סוג מספר נייר ערך,5.24,
השקעה בחברה מוחזקת,מאפיין עיקרי,5.26,
השקעה בחברה מוחזקת,"ישראל/חו""ל",5.27,
השקעה בחברה מוחזקת,מדינה לפי חשיפה כלכלית,5.28,
השקעה בחברה מוחזקת,ענף מסחר,5.31,
השקעה בחברה מוחזקת,בעל עניין/צד קשור,5.36,
השקעה בחברה מוחזקת,מטבע פעילות,5.53,
השקעה בחברה מוחזקת,סוג גורם משערך,5.109,
השקעה בחברה מוחזקת,תלות/אי-תלות המשערך,5.111,
השקעה בחברה מוחזקת,תאריך שערוך אחרון,5.112,
השקעה בחברה מוחזקת,תאריך אחרון בו נבחנה בפועל ירידת ערך ,5.113,
השקעה בחברה מוחזקת,שיעור אחזקה באמצעי שליטה,5.117,
השקעה בחברה מוחזקת,"שווי מאזני (באלפי ש""ח)",5.67,
השקעה בחברה מוחזקת,"שווי הוגן (באלפי ש""ח)",5.63,
השקעה בחברה מוחזקת,שיעור מנכסי אפיק ההשקעה,5.47,
השקעה בחברה מוחזקת,שיעור מסך נכסי ההשקעה,5.48,
השקעה בחברות מוחזקת,הגעת לשדה האחרון בשורה זו,,
נכסים אחרים,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
נכסים אחרים,מספר מסלול,5.2,
נכסים אחרים,שם הנכס האחר,5.18,
נכסים אחרים,מספר הנכס האחר,5.23,
נכסים אחרים,מאפיין עיקרי,5.26,
נכסים אחרים,"ישראל/חו""ל",5.27,
נכסים אחרים,מדינה לפי חשיפה כלכלית,5.28,
נכסים אחרים,בעל עניין/צד קשור,5.36,
נכסים אחרים,תאריך עסקה,5.44,
נכסים אחרים,מטבע פעילות,5.53,
נכסים אחרים,תאריך שערוך אחרון,5.112,
נכסים אחרים,שווי מטבעי,5.59,
נכסים אחרים,שער חליפין,5.54,
נכסים אחרים,"שווי הוגן (באלפי ש""ח)",5.63,
נכסים אחרים,"עלות מופחתת (באלפי ש""ח)",5.65,
נכסים אחרים,השיטה שיושמה בדוח הכספי,5.68,
נכסים אחרים,שיעור מנכסי אפיק ההשקעה,5.47,
נכסים אחרים,שיעור מסך נכסי ההשקעה,5.48,
נכסים אחרים,הגעת לשדה האחרון בשורה זו,,
מסגרות אשראי,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
מסגרות אשראי,מספר מסלול,5.2,
מסגרות אשראי,מספר מזהה לווה,5.9,ü
מסגרות אשראי,סוג מספר מזהה לווה,5.13,
מסגרות אשראי,שם הלוואה,5.16,ü
מסגרות אשראי,מספר הלוואה,5.22,
מסגרות אשראי,תאריך העמדת מסגרת אשראי,5.42,
מסגרות אשראי,"ישראל/חו""ל",5.27,
מסגרות אשראי,מדינה לפי חשיפה כלכלית,5.28,ü
מסגרות אשראי,בעל עניין/צד קשור,5.36,
מסגרות אשראי,דירוג,5.49,
מסגרות אשראי,שם מדרג,5.51,
מסגרות אשראי,דירוג הלוואה/המנפיק ,5.52,
מסגרות אשראי,מטבע פעילות,5.53,
מסגרות אשראי,שער חליפין,5.54,
מסגרות אשראי,שיעור ריבית,5.7,
מסגרות אשראי,סוג הריבית,5.71,
מסגרות אשראי,סכום מסגרת האשראי הראשוני (במטבע הפעילות),5.9,
מסגרות אשראי,"סכום מסגרת האשראי הראשוני (באלפי ש""ח)",5.91,
מסגרות אשראי,שיעור יתרת מסגרת אשראי,5.97,
מסגרות אשראי,הגעת לשדה האחרון בשורה זו,,
יתרות התחייבות להשקעה,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,
יתרות התחייבות להשקעה,מספר מסלול,5.2,
יתרות התחייבות להשקעה,מאפיין עיקרי,5.26,
יתרות התחייבות להשקעה,שם שותף כללי קרן השקעות,5.5,
יתרות התחייבות להשקעה,מספר מזהה שותף כללי קרן השקעות,5.8,ü
יתרות התחייבות להשקעה,סוג מספר מזהה שותף כללי קרן השקעות,5.12,
יתרות התחייבות להשקעה,שם קרן השקעה,5.15,
יתרות התחייבות להשקעה,מספר מזהה קרן השקעה,5.2,
יתרות התחייבות להשקעה,סוג מספר מזהה קרן השקעות,5.25,
יתרות התחייבות להשקעה,מטבע פעילות,5.53,
יתרות התחייבות להשקעה,תאריך העמדת התחייבות לקרן השקעה,5.4,
יתרות התחייבות להשקעה,סכום המחויבות הראשוני (במטבע הדיווח של קרן ההשקעה),5.92,
יתרות התחייבות להשקעה,"סכום המחויבות הראשוני (באלפי ש""ח)",5.93,
יתרות התחייבות להשקעה,יתרת המחויבות לתקופת הדיווח (במטבע הדיווח של קרן ההשקעה),5.94,
יתרות התחייבות להשקעה,"יתרת המחויבות לתקופת הדיווח (באלפי ש""ח)",5.95,
יתרות התחייבות להשקעה,שיעור יתרת המחויבות,5.98,
יתרות התחייבות להשקעה,תאריך פקיעת מחויבות להשקעה,5.96,
יתרות התחייבות להשקעה,הגעת לשדה האחרון בשורה זו,,
