"שם גיליון
(רלוונטי לגיליונות עם עמודה ""מאפיין עיקרי"")",שם עמודה,אפשרות בחירה,הערות והסברים,Unnamed: 4
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Interactive Media & Services,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Electric Utilities,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Gas Utilities,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Multi-Utilities,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Water Utilities,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Independent Power and Renewable Electricity Producers,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Diversified REITs,Equity Real Estate Investment Trusts,נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Industrial REITs,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Hotel & Resort REITs,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Office REITs,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Health Care REITs,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Residential REITs,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Retail REITs,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Specialized REITs,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Real Estate Management & Development,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Other,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא",סיווג הקרן,"(ומעלה ו/ או מדינה AA) אג""ח בארץ - כללי-אג""ח כללי בארץ - ללא מניות-אג""ח כללי בארץ בדירוג גבוה בלבד","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",(ממונפות ואסטרטגיות - אסטרטגיות (לא ממונפות,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","125 מניות בארץ - מניות כללי-ת""א","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","20 אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","35 מניות בארץ - מניות כללי-ת""א","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","40 אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","60 אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","90 מניות בארץ - מניות כללי-ת""א","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",All Cap מניות בארץ - מניות לפי שווי שוק-מניות,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","Banks מניות בחו""ל - מניות לפי ענפים בחו""ל - מנוטרלת מט""ח-אירופה- מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","CNX NIFTY - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אסיה הודו","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","DAX 30 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה גרמניה","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","DAX 30 - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אירופה גרמניה","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","DJ INDUSTRIAL AVERAGE - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","EURO STOXX 50 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","EURO STOXX 50 - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אירופה כללי","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","Financial מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","FTSE 250 INDEX - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אירופה אנגליה","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","FTSE China 50 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אסיה סין","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","Health Care מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","Health Care מניות בחו""ל - מניות לפי ענפים בחו""ל - מנוטרלת מט""ח-ארה""ב- מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","IBOVESPA - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-שווקים מתעוררים ברזיל","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","IBOXX USD LIQUID INVESTMENT GRADE TOP 30 INDEX - אג""ח בחו""ל - אג""ח חשופת דולר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Large & Mid Cap מניות בארץ - מניות לפי שווי שוק-מניות,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","MDAX - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אירופה גרמניה","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","MSCI AC WORLD INDEX - מניות בחו""ל - מניות כללי בחו""ל - חשופת מט""ח-מניות כללי בחו""ל","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","MSCI EMERGING MARKETS - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-שווקים מתעוררים כללי","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-ארה""ב","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","NIKKEI 225 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אסיה יפן","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","NIKKEI 225 - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אסיה יפן","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","Regional Banks מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","RUSSELL 2000 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","RUSSELL 2000 - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-ארה""ב","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","S&P 500 - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-ארה""ב","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","S&P/ASX 200 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-חו""ל גיאוגרפי אחר - אוסטרליה","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Small Cap מניות בארץ - מניות לפי שווי שוק-מניות,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","SME60 מניות בארץ - מניות כללי-ת""א","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","STOXX EUROPE 600 - מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אירופה כללי","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","STOXX EUROPE 600 -מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","Technology מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","Technology מניות בחו""ל - מניות לפי ענפים בחו""ל - מנוטרלת מט""ח-ארה""ב- מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-חברות והמרה אחר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-חברות והמרה בסיכון גבוה","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-חברות והמרה ללא מניות-חברות והמרה ללא מניות וללא סימן קריאה","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-חברות והמרה ללא מניות-חברות והמרה ללא מניות וללא סימן קריאה, עם מגבלת מח""מ עד 5 שנים","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-חברות והמרה ללא מניות-חברות והמרה ללא מניות עם סימן קריאה","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-חברות והמרה עם מניות-חברות והמרה עם מניות ועם סימן קריאה","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-חברות והמרה עם מניות-חברות והמרה עם מניות ללא סימן קריאה","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-חברות והמרה שקלי ללא מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-חברות והמרה שקלי עם מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-תל בונד אחר-אג""ח תל בונד משולבת","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-תל בונד אחר-מדד תל בונד אחר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-תל בונד אחר-תל בונד מאגר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד- תשואות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד צמוד מדד- אחר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד צמודות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד צמודות- בנקים","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד צמודות- יתר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- לא צמודות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- ריבית משתנה","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- שקלי","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- תשואות שקל","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד שקלי- אחר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - כללי-אג""ח כללי בארץ- עד 15% מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - כללי-אג""ח כללי בארץ- עד 25% מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - כללי-אג""ח כללי בארץ- עד 5% מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - כללי-אג""ח כללי בארץ - חשיפה מרבית מעל 30% מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - כללי-אג""ח כללי בארץ - ללא מניות-אג""ח כללי בארץ ללא מניות וללא סימן קריאה","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - כללי-אג""ח כללי בארץ - ללא מניות-אג""ח כללי בארץ ללא מניות וללא סימן קריאה, עם מגבלת מח""מ עד 5 שנים","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - כללי-אג""ח כללי בארץ - ללא מניות-אג""ח כללי בארץ ללא מניות עם סימן קריאה","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - כללי-אג""ח כללי בארץ - עד 10% מניות-אג""ח כללי בארץ- עד 10% מניות ועם סימן קריאה","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - כללי-אג""ח כללי בארץ - עד 10% מניות-אג""ח כללי בארץ- עד 10% מניות ללא סימן קריאה","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - כללי-אג""ח כללי בארץ - עד 20% מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - כללי-אג""ח כללי בארץ - עד 30% מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה כללי- עד 20% מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה כללי - ללא מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה כללי - עד 10% מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה משולבת - חשיפה מרבית מעל 10% מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה משולבת - ללא מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה משולבת - עד 10% מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד- ללא מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד- עד 10% מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד-צמודות מדד- מדד אחר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד-צמודות מדד - ממשלתיות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד-צמודות מדד - ממשלתיות 0-2 שנים","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד-צמודות מדד - ממשלתיות 2-5 שנים","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד-צמודות מדד - ממשלתיות 5-10 שנים","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה שקליות- ללא מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה שקליות- עד 10% מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה שקליות -מק""מ","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות- מדד אחר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ממשלתיות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ריבית משתנה ממשלתיות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ריבית קבועה ממשלתיות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ריבית קבועה ממשלתיות 0-2 שנים","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ריבית קבועה ממשלתיות 2-5 שנים","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח מדינה שקליות -שקליות ריבית קבועה ממשלתיות 5+ שנים","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ - מדינה-אג""ח ממשלתיות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
